tags,tag,score,Popularity,review,sum
death of a father ,death of a father ,8.0,2315.0,1535.0,1
death of a fiancé ,death of a fiancé ,8.2,819.0,5229.0,1
death of a friend,death of a friend,7.5,1954.0,1652.0,1
death of a girlfriend,death of a girlfriend,8.1,1758.0,2467.0,1
death of a grandfather,death of a grandfather,7.5,1967.0,2057.0,1
death of a grandmother,death of a grandmother,7.8,5860.0,154.0,2
death of a husband,death of a husband,7.1000000000000005,7281.0,173.0,2
death of a husband ,death of a husband ,7.5,7014.0,237.0,1
death of a mother,death of a mother,7.421428571428573,4362.666666666667,1343.357142857143,15
death of a parent,death of a parent,7.557142857142858,2568.285714285714,2535.285714285714,7
death of a sister,death of a sister,7.699999999999999,3474.5,1687.0,2
death of a stepfather,death of a stepfather,7.65,1719.5,960.0,2
death of a wife,death of a wife,8.0,2222.0,1616.0,1
death of an adoptive father,death of an adoptive father,7.8,2800.0,606.0,1
debt,debt,7.777777777777778,1421.111111111111,11842.555555555557,7
debt ,debt ,7.9,793.0,8241.5,1
debt collector,debt collector,7.4,1319.0,2773.0,1
deception,deception,7.857142857142856,7204.272727272727,7514.142857142857,19
deception ,deception ,8.033333333333333,1320.3333333333333,9722.333333333334,3
deity female lead,deity female lead,7.4,924.0,2643.0,1
delivery man/woman,delivery man/woman,6.7,6459.0,198.0,1
deliveryman male lead,deliveryman male lead,7.9,390.0,9669.0,1
deliveryman/deliverywoman supporting character,deliveryman/deliverywoman supporting character,7.7,3369.0,773.0,1
deliverywoman female lead,deliverywoman female lead,7.9,390.0,9669.0,1
dementia ,dementia ,7.8,1276.0,2349.0,1
demilitarized zone,demilitarized zone,8.2,709.0,5415.0,1
demon,demon,8.366666666666665,579.5,17878.666666666668,3
demon/monster hunting,demon/monster hunting,,1594.0,,1
dentist male lead,dentist male lead,8.0,1880.0,684.0,1
depression,depression,8.0875,774.25,7883.5,7
depression ,depression ,7.4,623.0,7777.0,1
dermatologist male lead,dermatologist male lead,6.8,1767.0,2126.0,1
desertion,desertion,8.8,242.0,16600.0,1
desperate male lead,desperate male lead,7.4,1319.0,2773.0,1
detective,detective,7.889795918367349,1847.245283018868,3496.877551020408,4
detective ,detective ,7.915909090909093,1819.75,3699.7045454545455,5
detective agency,detective agency,7.5,610.0,5916.0,1
detective female lead,detective female lead,7.883333333333334,2215.714285714286,1644.0,7
detective fiction,detective fiction,7.999999999999999,1570.7777777777778,4116.0,16
detective fiction ,detective fiction ,7.95,578.0,8249.0,2
detective male lead,detective male lead,8.0,1499.625,4203.130434782609,21
detective male lead ,detective male lead ,8.1,911.0,5451.0,3
detective supporting character,detective supporting character,7.883333333333334,1983.6666666666667,1862.5,5
determined female lead,determined female lead,7.7,2311.0,1176.0,1
determined male lead,determined male lead,8.25,591.5,8798.5,2
devil,devil,8.0,853.0,3091.0,1
different timelines,different timelines,8.120000000000001,1336.2,7196.8,5
diligent female lead,diligent female lead,,4513.0,,2
director male lead,director male lead,7.35,2706.5,2662.5,2
disability,disability,7.833333333333333,12956.777777777776,4383.777777777777,6
disability ,disability ,8.1,151.0,19300.0,1
disabled female lead,disabled female lead,8.2,1860.0,1818.0,1
disappearance,disappearance,7.75,3248.6666666666665,554.0,3
disapproving family,disapproving family,7.449999999999999,2825.5,1560.0,2
disapproving parent,disapproving parent,7.699999999999999,3116.555555555556,9390.777777777776,7
disapproving parent ,disapproving parent ,8.0,296.0,16440.0,2
disaster,disaster,7.400000000000001,3856.6666666666665,2606.333333333333,2
disaster ,disaster ,7.4,3604.0,681.0,1
discrimination,discrimination,8.35,1227.0,8281.0,4
disease,disease,7.725,3006.9375,3525.5625,7
dissociative amnesia,dissociative amnesia,7.766666666666668,2192.0,7116.0,3
dissociative identity disorder,dissociative identity disorder,7.866666666666667,1218.25,20537.33333333333,4
divorce,divorce,7.555882352941177,15163.85294117647,2296.4117647058824,25
divorce ,divorce ,7.166666666666667,69098.66666666667,77.66666666666667,3
divorced couple,divorced couple,7.3,4643.0,465.5,2
divorced female lead,divorced female lead,7.62,3812.8,1803.4,4
divorced female lead ,divorced female lead ,8.1,1453.0,3283.0,1
divorced male lead,divorced male lead,7.8,2718.5,1871.0,2
doctor female lead,doctor female lead,7.775,3050.809523809524,4007.2,21
doctor male lead,doctor male lead,7.688888888888889,3468.3571428571427,3596.0,26
doctor male lead ,doctor male lead ,8.05,3658.5,5120.0,2
doctor supporting character,doctor supporting character,7.516666666666667,2409.5,1622.5,6
doctor-patient relationship,doctor-patient relationship,7.449999999999999,2542.5,1081.5,2
dog ,dog ,7.725,728.0,5458.75,1
dokkaebi,dokkaebi,8.8,1.0,91993.0,1
domestic abuse,domestic abuse,7.779999999999999,1869.4,1817.0,4
domestic abuse ,domestic abuse ,7.6,2483.0,1152.0,1
domestic violence,domestic violence,7.960000000000001,2930.8,1994.0,4
domestic violence ,domestic violence ,7.3,8157.0,208.0,1
doppelganger,doppelganger,7.85,2066.1666666666665,11662.333333333334,4
doppelganger ,doppelganger ,7.800000000000001,3786.5,4120.0,2
dorky male lead,dorky male lead,7.7,506.3333333333333,10953.0,2
dorky male lead ,dorky male lead ,7.1,945.0,4432.0,1
dormitory,dormitory,8.025,374.5,14256.5,4
double identity,double identity,7.982758620689655,891.9310344827586,15425.03448275862,27
double identity ,double identity ,7.85,775.0,8895.0,2
downfall,downfall,6.9,4360.0,256.0,1
drama,drama,7.682857142857142,3145.3888888888887,6480.842857142857,8
drama ,drama ,7.620689655172414,3502.423728813559,5034.862068965517,12
dream world,dream world,8.3,2679.0,741.0,1
drinking,drinking,8.5,944.0,3597.0,1
dropout,dropout,7.9,1534.5,2836.5,2
drug addiction,drug addiction,7.8,2331.0,1298.0,1
drug lord,drug lord,,4230.0,,1
drug usage,drug usage,8.05,2112.0,2759.0,1
drug usage ,drug usage ,8.5,588.0,5159.0,1
drugs,drugs,7.4,1384.0,2792.0,1
dysfunctional family,dysfunctional family,7.666666666666667,1177.3333333333333,14216.333333333334,3
dystopia,dystopia,8.266666666666667,1049.5,12126.333333333334,3
dystopia ,dystopia ,7.8,329.0,10719.0,1
earthquake ,earthquake ,8.7,3.0,77045.0,1
eccentric female lead,eccentric female lead,7.853658536585365,1412.642857142857,11703.268292682927,39
eccentric female lead ,eccentric female lead ,7.5,4172.0,2087.0,3
eccentric male lead,eccentric male lead,7.97627118644068,946.3050847457628,12603.542372881357,57
eccentric male lead ,eccentric male lead ,7.95,2153.5,6975.5,2
editor,editor,7.466666666666666,1861.3333333333333,1666.6666666666667,1
editor female lead,editor female lead,8.2,936.0,1157.0,1
editor supporting character,editor supporting character,7.9,1113.0,3584.0,1
edo period,edo period,7.3,1856.0,1800.0,1
elder female lead,elder female lead,8.1,1450.0,2665.5,1
elderly care ,elderly care ,7.9,743.0,5888.0,1
elections,elections,7.85,1335.5,2583.0,2
elemental power,elemental power,7.75,106.5,26249.0,1
elemental power ,elemental power ,7.4,60.0,32136.0,1
elementary school,elementary school,7.9,2741.5,1111.0,2
embezzlement,embezzlement,,1535.0,,1
emergency department,emergency department,7.4,3653.0,711.0,1
emotional abuse,emotional abuse,7.25,2113.5,5129.0,2
emotional blunting,emotional blunting,7.949999999999999,857.5,5951.5,2
emotional infidelity,emotional infidelity,7.35,3828.5,776.0,1
emotional infidelity ,emotional infidelity ,7.5,2408.0,1113.0,1
emotionless male lead,emotionless male lead,8.9,143.0,18467.0,1
empathic male lead,empathic male lead,8.2,2680.0,2048.5,2
emperor male lead,emperor male lead,7.7,1366.0,2827.0,1
enemies to friends,enemies to friends,7.7,893.3333333333334,5722.333333333333,3
enemies to lovers,enemies to lovers,7.625,2601.1111111111118,7034.6875,14
enemies to lovers ,enemies to lovers ,7.366666666666667,2073.0,4428.666666666667,4
enemy mine,enemy mine,8.299999999999999,451.6666666666667,9396.666666666666,3
energetic female lead,energetic female lead,8.1,254.5,14117.0,2
engagement,engagement,7.199999999999999,50482.5,1814.0,1
engineer male lead,engineer male lead,8.1,3007.0,701.0,1
entertainment industry,entertainment industry,7.65,5954.636363636364,6511.318181818182,19
entertainment industry ,entertainment industry ,7.899999999999999,2071.333333333333,4590.0,3
enthusiastic male lead,enthusiastic male lead,,4096.0,,1
entrepreneur,entrepreneur,7.550000000000001,1644.0,5149.5,2
environmental issues,environmental issues,8.2,398.0,11182.0,1
episodic format,episodic format,7.599999999999999,3668.6666666666665,2672.0,1
episodic format ,episodic format ,7.55,3795.5,3705.5,2
escaping,escaping,7.7,2853.0,1152.0,1
espionage,espionage,7.900000000000001,921.0,4410.333333333333,3
eunuch,eunuch,7.733333333333333,5819.0,197.66666666666663,2
eunuch supporting character,eunuch supporting character,7.8,6053.0,142.0,1
euthanasia,euthanasia,8.5,273.0,13433.0,1
evil aunt ,evil aunt ,6.9,1467.0,1714.0,2
evil brother,evil brother,7.5,1686.0,1679.0,1
evil daughter-in-law,evil daughter-in-law,7.133333333333333,5265.666666666667,495.0,2
evil daughter-in-law ,evil daughter-in-law ,7.6,2684.0,1014.0,1
evil father ,evil father ,8.1,83.0,26561.0,1
evil female lead,evil female lead,7.6,5973.0,68.0,1
evil mother,evil mother,7.7857142857142865,2955.285714285714,2630.285714285714,1
evil mother-in-law,evil mother-in-law,7.85,2046.8333333333333,3040.0,4
evil mother-in-law ,evil mother-in-law ,8.0,1716.5,5416.5,2
evil parental figure,evil parental figure,8.025,1411.25,14787.0,7
evil parental figure ,evil parental figure ,8.4,507.0,6871.0,1
evil sister,evil sister,7.3,6380.0,386.0,1
evil spirit,evil spirit,8.3,1129.0,15169.0,2
evil stepmother,evil stepmother,7.640000000000001,20921.6,18320.6,3
evil stepmother ,evil stepmother ,7.05,51434.5,440.0,2
evil uncle,evil uncle,8.1,49.0,37780.0,1
ex relationship,ex relationship,7.8,4044.0,448.0,1
ex-boyfriend comes back,ex-boyfriend comes back,7.6125,1878.375,4167.75,8
ex-convict,ex-convict,8.0,1620.2857142857142,7812.142857142857,5
ex-convict male lead,ex-convict male lead,8.0,1191.5,2616.5,1
ex-convict male lead ,ex-convict male lead ,8.3,1360.0,1983.0,1
ex-couple relationship ,ex-couple relationship ,7.9,1455.0,1473.0,1
ex-detective,ex-detective,7.6,2635.0,1064.0,1
ex-girlfriend comes back,ex-girlfriend comes back,7.7875,479.125,19690.375,8
ex-husband returns,ex-husband returns,7.6,1062.0,2501.0,1
ex-spouse comes back,ex-spouse comes back,7.9,562.0,8341.0,1
ex-spouse relationship,ex-spouse relationship,7.8,2413.333333333333,4089.0,12
exorcism,exorcism,8.175,588.0,14735.25,5
exorcist,exorcist,8.033333333333333,1506.75,3610.0,3
exorcist male lead,exorcist male lead,7.9,1773.0,1707.0,1
extramarital affair,extramarital affair,7.7,3612.6666666666665,3304.5,6
extravagant male lead,extravagant male lead,7.3,5245.0,335.0,1
extreme violence,extreme violence,8.066666666666666,1139.5,15490.333333333334,5
extreme violence ,extreme violence ,8.6,1919.0,1547.0,1
failing marriage,failing marriage,8.0,1446.5,5045.5,2
fake daughter,fake daughter,7.1,4155.0,397.0,1
fake identity,fake identity,7.671428571428571,2381.1428571428573,8339.285714285714,7
fake incest,fake incest,8.3,285.0,13038.0,2
fake marriage,fake marriage,8.166666666666668,2523.6666666666665,15251.0,3
fake relationship,fake relationship,7.56,1667.6,7793.0,3
fake relationship ,fake relationship ,8.100000000000001,559.0,8027.5,2
fake religion,fake religion,8.3,1104.0,10318.5,1
fake religion ,fake religion ,8.6,114.0,19596.0,1
faked death,faked death,8.1,376.0,10955.0,1
false rumors,false rumors,7.4,7217.0,83.0,1
family,family,7.6299145299145295,6752.125,4922.82905982906,20
family ,family ,7.610389610389609,6179.0759493670885,5150.831168831169,14
family conflict,family conflict,7.619999999999999,2006.0,2557.6,5
family crisis,family crisis,8.4,1345.0,2626.0,1
family dispute,family dispute,7.199999999999999,3478.5,624.5,2
family issues,family issues,7.4,8219.0,49.0,1
family pressure,family pressure,7.686666666666666,1675.8,14505.733333333334,14
family pressure ,family pressure ,8.3,35.0,45726.0,1
family relationship,family relationship,7.561538461538461,4010.571428571429,3069.423076923077,25
family relationship ,family relationship ,7.35,3226.6666666666665,8977.0,3
family reunion,family reunion,7.4,5197.75,469.5,4
family secret,family secret,7.713333333333333,9244.733333333334,6675.066666666667,13
family secret ,family secret ,6.9,8548.0,153.5,2
famous lead/common lead,famous lead/common lead,7.653333333333334,1238.1333333333334,9245.133333333331,15
famous male lead,famous male lead,7.628571428571428,2574.375,9245.285714285714,7
famous male lead ,famous male lead ,8.3,80.0,30753.0,1
fan culture,fan culture,8.4,25.0,44970.0,1
fantasy,fantasy,7.699999999999999,1273.5,6659.0,1
farm setting,farm setting,7.949999999999999,1022.0,4325.5,2
fashion designer,fashion designer,6.9625,15339.875,1435.125,1
fashion designer female lead,fashion designer female lead,7.08,22733.0,990.2,5
fashion designer male lead,fashion designer male lead,7.25,4002.5,1000.0,2
fashion industry,fashion industry,7.0200000000000005,12189.2,2869.5,9
fashion industry ,fashion industry ,5.8,1049.0,4530.0,1
fast paced romance,fast paced romance,7.760000000000001,197.0,25094.8,4
fast paced romance ,fast paced romance ,8.1,537.0,7038.0,1
fate,fate,8.020000000000001,675.4,20633.533333333333,9
fate ,fate ,8.299999999999999,125.33333333333331,23489.33333333333,3
fated love,fated love,7.799999999999999,547.0,11313.0,4
father-daughter relationship,father-daughter relationship,7.959523809523809,4194.5,8905.857142857143,38
father-daughter relationship ,father-daughter relationship ,7.9,3018.5,1608.75,4
father-in-law - daughter-in-law relationship,father-in-law - daughter-in-law relationship,7.35,4421.5,299.5,2
father-son relationship,father-son relationship,7.840625000000001,5203.69696969697,6047.1875,29
father-son relationship ,father-son relationship ,7.625,29051.25,1605.25,4
female antagonist,female antagonist,7.75,1136.7,8562.5,9
female antagonist ,female antagonist ,7.4,459.0,6757.0,1
female centered plot,female centered plot,7.549999999999999,9924.8,799.0714285714286,15
female chases male first,female chases male first,7.746153846153847,1503.8846153846157,11868.384615384615,24
female chases male first ,female chases male first ,7.899999999999999,2752.5,11857.5,2
female fighter,female fighter,7.2,1226.0,2698.0,1
female infertility,female infertility,7.449999999999999,1750.5,2785.5,2
female lead action scenes,female lead action scenes,8.266666666666666,585.3333333333334,22483.83333333333,4
female lead action scenes ,female lead action scenes ,7.9,715.5,8494.0,2
female rivalry,female rivalry,7.562499999999999,3001.25,1560.125,7
female rivalry ,female rivalry ,8.1,1579.0,1905.0,1
femme fatale,femme fatale,7.550000000000001,3605.5,954.0,2
fight,fight,7.978571428571429,1960.9642857142856,10267.0,6
fight for justice,fight for justice,8.033333333333333,1977.3333333333333,2989.333333333333,3
filmed abroad,filmed abroad,7.455555555555557,2417.1111111111118,14893.111111111111,6
filmed abroad ,filmed abroad ,7.0,5686.666666666667,1780.6666666666667,3
financial conflict,financial conflict,7.2,1542.0,2260.0,1
fire accident,fire accident,7.85,1154.5,5254.0,2
firefighter male lead,firefighter male lead,7.0,2632.0,796.0,1
first love,first love,7.743209876543211,1440.8536585365853,11821.728395061727,73
first love ,first love ,7.609999999999999,1767.5,18659.5,7
first love returns,first love returns,7.133333333333333,4294.666666666667,742.6666666666666,2
first love returns ,first love returns ,6.6,6959.0,182.0,1
flashback to past,flashback to past,7.852380952380954,1770.7674418604652,9054.880952380952,38
flashback to past ,flashback to past ,8.02,571.6,12583.4,5
flight attendant female lead,flight attendant female lead,7.68,1440.0,3805.6,5
flight attendant supporting character,flight attendant supporting character,7.9,2892.0,773.0,1
florist,florist,7.4,2071.0,2091.5,1
florist supporting character,florist supporting character,7.5,1608.0,2665.0,1
fluffy,fluffy,7.9,939.0,5541.0,1
food,food,7.74,1451.0,6173.4,3
food ,food ,7.333333333333333,2957.333333333333,1149.6666666666667,2
food industry,food industry,7.4,3225.0,773.0,1
foodie female lead,foodie female lead,7.833333333333333,1062.0,4990.0,3
forbidden love,forbidden love,7.603703703703705,6692.185185185185,5923.111111111111,25
forbidden love ,forbidden love ,7.6,5026.0,779.0,2
forced break-up,forced break-up,7.55,1441.5,8540.5,1
forced break-up ,forced break-up ,7.5,199.0,16067.0,1
forced kiss,forced kiss,6.9,9188.0,115.0,1
foreigner male lead,foreigner male lead,7.9,641.0,7775.0,1
forensic medical examiner male lead,forensic medical examiner male lead,8.25,1640.0,3348.5,2
forensic science,forensic science,8.3,914.0,4733.0,1
forest ranger,forest ranger,8.2,516.0,5738.0,1
forgiveness,forgiveness,7.75,3591.25,22575.5,1
forgiveness ,forgiveness ,8.0,2060.0,30053.33333333333,3
forgotten memories,forgotten memories,7.2,1580.0,2819.0,1
former detective supporting character,former detective supporting character,8.1,711.0,1988.0,1
former idol,former idol,7.8,1034.0,3430.0,1
former prosecutor,former prosecutor,,2309.0,,1
found family,found family,7.85,1982.0,4002.0,2
foundation director female lead,foundation director female lead,7.2,3559.0,334.0,1
fraternal twin female lead ,fraternal twin female lead ,7.5,2689.0,931.0,2
fraud,fraud,8.025,1337.2,6182.0,5
freedom,freedom,7.8,2800.0,606.0,1
frenemy,frenemy,8.0,992.3333333333334,4438.666666666667,2
frenemy ,frenemy ,7.8,625.0,6943.0,1
friends to enemies,friends to enemies,7.52,24672.2,2853.2,5
friends to lovers,friends to lovers,7.929629629629631,7824.3448275862065,14313.851851851852,27
friends to lovers ,friends to lovers ,7.5,2675.5,25106.0,2
friends with benefits,friends with benefits,7.5,103.0,28393.0,1
friendship,friendship,7.704109589041094,6018.246575342466,7446.328767123287,28
friendship ,friendship ,7.485714285714287,9481.619047619048,4107.4047619047615,42
fugitive,fugitive,7.5,2870.0,841.0,1
future,future,7.857142857142857,1793.0,5444.857142857143,5
future seeing female lead,future seeing female lead,7.733333333333334,1623.0,2312.0,3
gambler male lead,gambler male lead,7.75,2761.0,843.0,2
gambling,gambling,7.38,2303.6,1856.0,5
game,game,8.033333333333333,1076.3333333333333,19279.666666666668,1
game developer male lead,game developer male lead,8.5,256.0,13469.0,1
game developer supporting character,game developer supporting character,7.3,1340.0,2977.0,1
game show,game show,8.4,195.5,36116.5,1
game show ,game show ,8.5,31.0,62640.0,1
gang,gang,7.804347826086956,2372.1739130434785,9253.91304347826,8
gang ,gang ,8.5,427.0,9064.0,1
gangster male lead,gangster male lead,7.516666666666667,5425.833333333333,382.5,6
gangster supporting character,gangster supporting character,7.7,1346.5,2051.5,2
gardener,gardener,7.6,215.0,17447.0,1
gaslighting,gaslighting,8.1,952.25,8969.75,4
gay male lead,gay male lead,7.633333333333333,2441.0,9010.333333333334,3
gay romance,gay romance,7.925000000000001,457.75,12746.5,4
gender bender,gender bender,7.916666666666667,583.8333333333334,26502.83333333333,5
gender bender ,gender bender ,7.6,87.0,31382.0,1
gender swap,gender swap,9.0,92.0,28313.0,1
generation gap,generation gap,7.6,215.0,17447.0,1
generational conflict ,generational conflict ,8.7,933.0,3274.0,1
genetic manipulation,genetic manipulation,7.4,148.0,19708.0,1
genius female lead,genius female lead,7.4,4026.0,562.0,1
genius male lead,genius male lead,7.9,1662.25,3359.0,4
ghost,ghost,7.950000000000003,1426.4827586206898,12172.642857142857,23
ghost ,ghost ,8.225,615.25,6746.5,1
ghost male lead ,ghost male lead ,7.9,778.0,5054.0,1
ghost supporting character ,ghost supporting character ,8.4,724.0,5066.0,1
ghost-seeing female lead,ghost-seeing female lead,7.859999999999999,682.1,13124.8,10
ghost-seeing male lead,ghost-seeing male lead,8.063636363636364,1229.090909090909,11960.90909090909,11
gisaeng,gisaeng,7.8,4256.0,1603.5,2
glioblastoma,glioblastoma,8.4,82.0,29321.0,1
goguryeo dynasty,goguryeo dynasty,7.625,2775.75,3513.75,4
gold digger female lead,gold digger female lead,7.3,8088.0,175.0,1
golf,golf,6.7,3476.0,1098.0,1
good and evil,good and evil,7.5,3269.0,729.0,1
good twin/evil twin,good twin/evil twin,8.7,402.5,10209.5,2
goofy male lead,goofy male lead,7.1,5496.0,413.0,1
gore,gore,8.275,1002.625,20122.125,7
gore ,gore ,8.3,1412.0,2586.0,1
goryeo dynasty,goryeo dynasty,7.8538461538461535,24538.214285714286,7994.2307692307695,13
goryeo dynasty ,goryeo dynasty ,8.0,11764.0,45.0,1
government,government,7.1,7031.0,354.0,1
governor male lead,governor male lead,7.5,1432.0,1823.0,1
governor supporting character,governor supporting character,7.5,1432.0,1823.0,1
grandma-granddaughter relationship,grandma-granddaughter relationship,8.0,1239.6666666666667,12753.333333333334,3
grandma-granddaughter relationship ,grandma-granddaughter relationship ,8.333333333333334,1399.6666666666667,19133.33333333333,3
grandma-grandson relationship,grandma-grandson relationship,7.720000000000001,2406.4,4261.8,5
grandpa-granddaughter relationship,grandpa-granddaughter relationship,7.6,2048.285714285714,8450.0,7
grandpa-grandson relationship,grandpa-grandson relationship,7.375,2152.0,6188.5,4
greed,greed,7.555999999999999,3579.12,3423.44,22
greed ,greed ,8.133333333333333,2652.6666666666665,5263.333333333333,3
grim reaper female lead,grim reaper female lead,8.299999999999999,497.6666666666667,10366.666666666666,3
grim reaper male lead,grim reaper male lead,8.9,165.0,18812.0,1
grim reaper supporting character ,grim reaper supporting character ,8.100000000000001,458.5,8704.0,2
growing up,growing up,8.4,267.0,13710.0,1
grudge,grudge,8.45,362.0,13266.0,2
guardian angel,guardian angel,7.5,1545.0,1947.0,2
guilt,guilt,8.0,3238.0,10478.333333333334,2
guitarist male lead,guitarist male lead,7.4,3458.0,429.0,1
gun fight,gun fight,7.7,1057.0,3397.0,1
gun violence,gun violence,8.319999999999999,1141.0,34758.2,5
gwanggaeto the great,gwanggaeto the great,7.9,6970.0,233.0,1
gwanghae,gwanghae,7.52,5267.2,813.6,5
gwangjong ,gwangjong ,7.85,50007.5,27810.0,2
gwangju uprising,gwangju uprising,7.933333333333334,35135.333333333336,4265.666666666667,3
hacker male lead,hacker male lead,6.9,2504.0,1148.0,1
hacker supporting character,hacker supporting character,,3726.0,,1
haechoolring,haechoolring,7.3,7293.0,151.0,1
hair designer,hair designer,,4096.0,,1
hair dresser,hair dresser,7.5,6167.0,367.0,1
hair salon,hair salon,,4096.0,,1
hair salon owner,hair salon owner,,4096.0,,1
hallucination,hallucination,8.366666666666667,494.6666666666667,16392.0,3
haphephobia,haphephobia,8.4,18.0,51014.0,1
harassment,harassment,8.0,2468.333333333333,9517.333333333334,1
hardship,hardship,7.7,15915.466666666667,2008.0,15
hardworking female lead,hardworking female lead,7.890654205607476,2439.583333333333,13543.514018691589,100
hardworking female lead ,hardworking female lead ,7.457142857142857,1533.875,10406.0,8
hardworking male lead,hardworking male lead,8.010909090909092,1194.982142857143,13494.709090909091,51
hardworking male lead ,hardworking male lead ,8.22,464.6,25517.8,5
harem,harem,7.611111111111111,931.1111111111112,21429.0,1
harem ,harem ,7.6,721.0,5922.0,1
hateful mother-in-law,hateful mother-in-law,7.824999999999999,26183.0,1714.25,3
hateful mother-in-law ,hateful mother-in-law ,8.3,1039.0,3449.0,1
hatred,hatred,7.485714285714287,4801.25,4035.571428571429,7
hatred ,hatred ,7.7,91.0,25763.0,1
healing,healing,7.978378378378381,1149.3157894736842,13643.72972972973,34
healing ,healing ,7.575,939.75,7261.5,3
healing power,healing power,7.4,148.0,19708.0,1
healthy mains’ relationship,healthy mains’ relationship,8.3,455.0,9812.5,2
heart disease,heart disease,7.324999999999999,4452.25,1377.75,4
heart surgery,heart surgery,7.6,5596.0,447.0,2
heart transplant,heart transplant,7.725,3091.5,1346.75,3
heart transplant ,heart transplant ,8.3,1111.0,2664.0,1
heartbreak,heartbreak,7.625,1099.625,10936.625,7
heartbreak ,heartbreak ,6.9,2943.0,698.0,1
heartfelt,heartfelt,9.025,36.75,48122.25,4
height difference,height difference,7.9125,521.625,16732.125,6
height difference ,height difference ,7.199999999999999,1346.0,6023.5,2
heir,heir,7.414999999999999,3125.714285714286,4364.3,10
heir ,heir ,7.625,1714.5,3517.25,1
heir male lead,heir male lead,7.433333333333334,1967.3333333333333,3335.333333333333,2
heir male lead ,heir male lead ,7.4,1806.0,1381.0,1
heir/heiress supporting character,heir/heiress supporting character,7.4,7217.0,83.0,1
heiress,heiress,7.399999999999999,3627.428571428572,2408.5,3
heiress ,heiress ,7.399999999999999,3167.0,4170.0,1
heiress female lead,heiress female lead,7.4,1928.5,6213.5,2
heist,heist,8.3,577.0,7138.0,1
hidden camera crime ,hidden camera crime ,7.8,966.0,3624.0,1
hidden identity,hidden identity,7.967105263157892,948.1428571428572,14362.763157894737,69
hidden identity ,hidden identity ,8.149999999999999,729.75,17552.0,8
hidden past,hidden past,7.66153846153846,2229.928571428572,5039.384615384615,13
hidden past ,hidden past ,8.3,192.0,15980.0,1
hidden personality,hidden personality,8.5,650.5,19218.5,2
high class society,high class society,7.7,2235.0,1206.0,1
high intelligence,high intelligence,7.4,1384.0,2792.0,1
high jump,high jump,7.6,87.0,31382.0,1
high school,high school,7.87924528301887,912.509433962264,15851.622641509432,50
high school ,high school ,7.8,1555.25,10635.75,1
high school sweethearts,high school sweethearts,8.8,117.0,26020.0,1
high school to working life,high school to working life,7.300000000000001,2875.5,1831.0,2
high society ,high society ,8.8,167.0,18632.0,1
highlight ,highlight ,7.7,1733.0,2008.0,1
historical artifacts,historical artifacts,7.9,1678.0,1699.0,1
historical fiction,historical fiction,7.535714285714285,17864.03448275862,1216.571428571429,51
historical fiction ,historical fiction ,7.685714285714285,3045.0,2677.5714285714284,7
historical figure,historical figure,7.530769230769231,20544.07692307692,603.3076923076923,13
historical legend,historical legend,7.9,99999.0,15.0,1
hit and run,hit and run,7.6,5217.666666666667,345.3333333333333,1
hit and run ,hit and run ,7.8,5860.0,154.0,2
hologram,hologram,8.2,155.0,22377.0,1
home shopping,home shopping,7.4,4045.0,378.0,1
homeless,homeless,8.025,1293.75,3059.75,2
homeless male lead,homeless male lead,7.9,2414.0,1233.0,1
homeless supporting character ,homeless supporting character ,8.2,1181.0,550.0,1
honest female lead,honest female lead,7.9,495.0,7184.0,1
honest male lead,honest male lead,7.4,3869.0,1453.5,2
horror,horror,8.2,576.0,6840.0,1
hospice care,hospice care,8.066666666666665,837.6666666666666,4271.333333333333,3
hospital director supporting character,hospital director supporting character,7.4,11884.0,96.0,1
hospital management,hospital management,7.2,1542.0,2260.0,1
hospital setting,hospital setting,7.58125,9541.625,2173.5,12
hospital setting ,hospital setting ,8.066666666666668,1195.6666666666667,4966.0,3
hostage,hostage,8.4,370.5,10460.0,2
hostage situation,hostage situation,8.3,577.0,7138.0,1
hot-tempered female lead,hot-tempered female lead,8.024999999999999,12285.0,5896.625,8
hot-tempered female lead ,hot-tempered female lead ,,99999.0,,1
hot-tempered male lead,hot-tempered male lead,7.975,1830.5,7837.125,5
hot-tempered male lead ,hot-tempered male lead ,8.0,2143.6666666666665,10051.0,3
hotel management,hotel management,7.3,737.0,5490.0,1
hotel setting,hotel setting,7.675000000000001,1821.75,3721.75,3
hotel setting ,hotel setting ,8.1,1378.0,2027.0,1
hotelier female lead,hotelier female lead,7.3,10704.0,65.0,1
house husband ,house husband ,6.9,12307.0,67.0,1
housekeeper,housekeeper,7.633333333333333,2469.0,2521.0,2
housekeeper male lead,housekeeper male lead,7.9,1105.0,3583.0,1
housekeeping,housekeeping,7.9,1105.0,3583.0,1
housewife bullying,housewife bullying,7.9,3124.0,707.0,1
housewife female lead,housewife female lead,7.38,5531.0,502.0,5
human experimentation,human experimentation,7.839999999999999,808.8,5004.4,4
human experimentation ,human experimentation ,8.5,337.0,8931.0,1
humiliation ,humiliation ,8.8,242.0,16600.0,1
hwarang,hwarang,8.0,44.0,35521.0,1
hwaseong serial murders,hwaseong serial murders,8.45,424.5,15782.5,2
hyperthymesia,hyperthymesia,8.2,296.0,10957.0,1
hypnotism ,hypnotism ,7.5,1952.0,1276.0,1
hypocrisy,hypocrisy,7.5,2589.0,1192.0,2
ice hockey,ice hockey,7.7,373.0,9891.0,1
