actor,cast,Popul,score
Seo Yi Ahn,2,3334.0,7.15
Seo Yi Sook,1,5990.0,6.8
Seo Yoo Jung,4,29502.5,7.3999999999999995
Seo Yoon Ah,1,10247.0,7.5
Seo Young,2,1583.3333333333333,7.549999999999999
Seo Young Hee,2,2378.0,7.3
Seo Young Joo,3,1922.0,8.149999999999999
Seol In Ah,6,1269.3333333333333,8.233333333333334
Seol Jung Hwan,1,7014.0,7.5
Seulgi,1,5549.0,7.4
Seungri,1,3246.0,7.2
Shim Chang Min,2,915.0,7.5
Shim Eun Ha,2,99999.0,7.65
Shim Eun Kyung,2,2200.0,7.65
Shim Eun Woo,2,3222.0,7.5
Shim Hee Sub,2,1283.0,8.25
Shim Hye Jin,10,14854.4,7.470000000000001
Shim Hyung Tak,12,12146.5,7.508333333333334
Shim Ji Ho,6,6659.833333333333,7.233333333333333
Shim Yang Hong,1,99999.0,7.7
Shim Yi Young,4,29716.0,7.7
Shin  Won Ho,2,132.5,7.7
Shin Ae,2,23791.4,7.5200000000000005
Shin Ae Ra,1,12307.0,6.9
Shin Bi,1,4128.0,7.25
Shin Bo Ra,1,8847.0,7.4
Shin Da Eun,5,8793.4,7.38
Shin Do Hyun,3,2803.6666666666665,7.966666666666666
Shin Dong,1,3395.5833333333335,7.449999999999999
Shin Dong Mi,6,3073.6666666666665,7.716666666666668
Shin Dong Wook,5,3156.2,7.24
Shin Eun Jung,4,4668.25,7.6000000000000005
Shin Eun Kyung,9,36125.0,7.633333333333334
Shin Eun Soo,2,1644.5,7.7
Shin Go Eun,1,3648.0,7.4
Shin Goo,6,38535.333333333336,7.860000000000001
Shin Ha Kyun,7,1810.2857142857142,7.8428571428571425
Shin Hye Sun,9,375.3333333333333,8.38888888888889
Shin Hyun Bin,9,1347.0,7.9750000000000005
Shin Hyun Joon,4,2537.5,7.575
Shin Hyun Seung,2,50320.0,7.9
Shin Hyun Soo,5,1135.6,7.9
Shin Hyun Tak,1,4366.0,7.0
Shin Jae Ha,4,2818.75,8.05
Shin Ji Soo,2,435.5,7.2
Shin Joo Ah,1,11940.0,7.5
Shin Joo Hwan,1,2679.0,8.3
Shin Jung Keun,3,263.3333333333333,8.1
Shin Jung Yoon,3,7274.333333333333,7.133333333333333
Shin Ki Joon,1,7258.0,7.2
Shin Min Ah,6,456.3333333333333,8.283333333333333
Shin Rin Ah,2,5041.5,7.75
Shin Se Hwi,1,817.0,8.2
Shin Se Kyung,10,560.2,7.58
Shin Seo Hyun,1,99999.0,7.1
Shin Seung Ho,4,557.75,8.5
Shin Seung Hwan,3,802.3333333333334,7.166666666666667
Shin So Mi,1,99999.0,7.0
Shin So Yool,6,1670.5,8.116666666666667
Shin Soo Hang,1,1733.0,7.7
Shin Soo Ho,2,848.0,7.8999999999999995
Shin Soo Yun,1,2466.0,7.0
Shin Sung Min,1,869.0,7.8
Shin Sung Rok,16,7705.3125,7.887499999999999
Shin Sung Woo,5,4557.8,7.539999999999999
Shin Won Ho,1,1147.0,8.0
Shin Woo Hee,1,6080.0,7.4
Shin Ye Eun,2,323.0,7.9
Shin Yoon Joo,1,5806.0,7.4
Sim Hyun Seo,1,1919.0,8.6
So Hee Jung,1,587.0,8.1
So Ji Sub,11,2144.181818181818,7.872727272727272
So Ju Yeon,2,288.0,7.9
So Yi Hyun,11,13020.181818181818,7.4
So Yoo Jin,5,7001.0,7.659999999999999
Sol Bin,3,865.0,7.733333333333334
Solar,1,1106.0,7.4
Son Byung Ho,5,4026.2,7.659999999999999
Son Chang Min,9,15538.444444444445,7.5
Son Dam Bi,4,4466.5,7.625
Son Eun Seo,3,3344.0,7.666666666666667
Son Ga Young,1,4738.0,7.6
Son Ho Jun,6,2203.3333333333335,7.76
Son Hwa Ryung,3,2487.6666666666665,7.3999999999999995
Son Hyun Joo,12,12225.833333333334,7.608333333333333
Son Hyun Woo,1,3015.0,7.1
Son Ji Chang,2,99999.0,6.75
Son Ji Hyun,2,1349.0,7.65
Son Jin Young,2,55536.5,7.0
Son Jong Hak,5,735.2,8.419999999999998
Son Na Eun,4,380.5,8.125
Son Sang Yeon,1,505.0,8.8
Son Se Bin,1,3246.0,7.2
Son Seok Koo,6,2053.1666666666665,8.540000000000001
Son Seung Won,1,104.0,8.6
Son Sung Yoon,3,35646.0,7.566666666666666
Son Tae Young,4,9739.75,7.3
Son Ye Jin,8,2874.625,7.7375
Son Yeo Eun,3,3728.0,7.7
Song  Ha Yoon,7,15942.857142857143,7.616666666666667
Song  Jae Hee,4,28746.75,7.25
Song Chang Eui,9,4292.666666666667,7.322222222222223
Song Deok Ho,1,378.0,8.2
Song Geon Hee,1,1027.0,8.6
Song Han Hee,1,866.0,7.3
Song Hye Kyo,8,14888.25,7.675
Song Il Gook,4,5463.75,7.3500000000000005
Song Jae Ho,3,67659.33333333333,7.533333333333334
Song Jae Rim,9,1821.2222222222222,7.3999999999999995
Song Jae Ryong,1,18.0,8.4
Song Ji Eun,4,3674.0,7.375
Song Ji Hyo,8,1467.625,7.625
Song Ji Hyuk,1,1684.0,7.0
Song Ji In,1,3509.0,7.6
Song Ji Oh,1,241.0,8.2
Song Jin Woo,1,2257.0,7.3
Song Jong Ho,7,1744.5714285714287,7.571428571428571
Song Joong Ki,5,437.2,8.625
Song Kang,6,167.66666666666666,8.0
Song Ki Yoon,1,99999.0,6.8
Song Min Jung,1,9145.0,6.4
Song Ok Sook,4,50443.0,7.75
Song Sae Byuk,2,647.0,8.2
Song Sang Eun,1,1075.0,7.7
Song Seo Yeon,1,208.0,7.5
Song Seung Heon,11,11045.545454545454,7.62
Song Seung Hwan,1,200.0,8.4
Song Soo Hyun,1,939.0,7.9
Song Sun Mi,6,21940.333333333332,7.3500000000000005
Song Won Geun,1,8406.0,7.4
Song Won Seok,4,4751.25,7.624999999999999
Song Yi Woo,2,55963.5,7.6
Song Yoo Hyun,1,3744.0,7.4
Song Yoo Jung,1,10019.0,7.2
Song Yoon Ah,10,13621.5,7.58
Song Young Kyu,3,2274.6666666666665,7.266666666666667
Stephanie Lee,5,1542.4,7.42
Steven Noh,1,5949.0,
Suho,4,859.0,7.55
Sulli,1,87.0,7.6
Sun Joo Ah,1,1611.0,7.0
Sun Woo Eun Sook,5,63450.2,7.1
Sun Woo Jae Duk,3,4135.0,6.866666666666667
Sun Woo Sun,1,1954.0,7.5
Sun Woo Yong Nyeo,3,67883.66666666667,6.566666666666666
Sung Byung Sook,1,1076.0,7.5
Sung Chang Hoon,1,99999.0,7.9
Sung Dong Il,14,922.0714285714286,8.315384615384614
Sung Ha,1,1257.4,7.76
Sung Hoon,12,7043.5,7.554999999999998
Sung Hyuk,4,2959.5,7.7
Sung Hyun Ah,3,68605.66666666667,7.3999999999999995
Sung Ji Ru,3,1986.3333333333333,8.033333333333333
Sung Joon,11,824.2307692307693,7.608333333333333
Sung Ki Yoon,1,99999.0,6.5
Sung Yoo Ri,4,2735.75,7.125
Tae Hang Ho,1,576.0,8.2
Tae Hyun Shil,1,99999.0,
Tae In Ho,6,727.8333333333334,7.916666666666667
Tae Won Seok,2,612.0,7.95
Tang Jun Sang,2,308.0,9.0
Terada Takuya,1,418.0,7.9
Teramoto Yukika,1,4388.0,7.5
Terris Brown,1,641.0,7.9
U-Know,4,1290.5,7.425000000000001
Uee,12,1324.25,7.658333333333332
Uhm Do Hyun,1,99999.0,7.6
Uhm Hyo Sub,6,1440.3333333333333,8.049999999999999
Uhm Hyun Kyung,8,3655.0,7.525
Uhm Ji Sung,1,1729.0,7.9
Uhm Ji Won,7,3225.0,7.6499999999999995
Uhm Jung Hwa,3,2028.3333333333333,7.833333333333333
Uhm Ki Joon,12,2344.0,7.79090909090909
Uhm Soo Jung,1,737.0,7.3
Uhm Tae Goo,2,2023.0,7.75
Uhm Tae Woong,6,2832.0,7.366666666666667
Uhm Yoo Shin,2,52674.5,7.300000000000001
Wang Bit Na,7,32686.428571428572,7.371428571428571
Wang Ji Hye,9,2794.3333333333335,7.477777777777778
Wang Ji Won,4,570.5,8.0
Wang Seok Hyun,1,4211.0,7.6
Wi Ha Joon,7,1156.7142857142858,8.379999999999999
Won Geun Hee,1,99999.0,7.9
Won Hyun Joon,1,711.0,8.1
Won Ji An,1,1181.0,8.2
Won Jin Ah,5,299.0,8.0
Won Jong Rye,1,208.0,7.5
Won Ki Joon,1,99999.0,6.6
Won Mi Kyung,4,27204.0,7.925000000000001
Woo Da Vi,3,567.0,8.066666666666666
Woo Do Hwan,5,216.4,8.24
Woo Hee Jin,5,23199.4,7.9799999999999995
Woo Hyun,2,618.6666666666666,7.599999999999999
Woo Ji Hyun,1,185.0,8.8
Woo Jung Kook,1,636.0,7.9
Woo Sang Jun,1,6594.0,7.0
Xiumin,1,1273.0,7.1
Yang  Jin Sung,3,3298.3333333333335,7.433333333333333
Yang  Mi Kyung,3,7947.666666666667,7.233333333333334
Yang Byeong Yeol,2,5860.0,7.8
Yang Dae Hyuk,1,1814.0,7.0
Yang Dong Geun,7,4500.857142857143,7.4
Yang Eun Yong,1,6517.0,7.4
Yang Geum Suk,2,6297.5,7.25
Yang Hak Jin,2,1135.0,7.15
Yang Hee Kyung,2,4097.5,7.85
Yang Hong Seok,1,695.0,8.2
Yang Hye Ji,2,2159.3333333333335,7.433333333333333
Yang Hye Jin,1,5819.0,6.6
Yang Ik Jun,3,639.3333333333334,7.833333333333333
Yang Jin Woo,2,3533.0,7.05
Yang Jung Ah,2,3209.5,7.6
Yang Jung Won,2,99999.0,8.05
Yang Kyung Won,2,248.0,8.85
Yang Mi Ra,2,53592.0,7.300000000000001
Yang Se Jong,6,587.0,8.25
Yang Seo Hyun,1,306.0,8.3
Ye Ji Won,9,1396.6666666666667,7.999999999999998
Ye Soo Jung,4,2679.0,7.924999999999999
Ye Sung,2,1819.5,8.15
Yeo Hoe Hyun,4,1574.5,8.0
Yeo Hyun Soo,2,99999.0,7.1
Yeo Jin Goo,13,581.6923076923077,8.015384615384615
Yeo Woon,1,53785.5,7.025
Yeo Woon Kye,3,70768.33333333333,7.033333333333334
Yeom Dong Hun,3,37013.333333333336,7.5
Yeom Hye Ran,2,107.0,8.65
Yeom Ji Yoon,1,3124.0,7.9
Yeom Jung Ah,8,51764.625,7.225
Yeon Je Wook,1,1821.0,7.6
Yeon Jung Hoon,10,3308.7,7.722222222222222
Yeon Min Ji,2,3709.0,7.550000000000001
Yeon Song Ha,1,662.0,7.3
Yeon Woo Jin,14,1022.7142857142857,7.757142857142858
Yeonwoo,4,1497.5,8.2
Yeri,1,695.0,8.2
Yong Jun Hyung,2,1584.0,7.05
Yoo  Joon Sang,12,18217.916666666668,7.916666666666667
Yoo  Sun,12,3216.1666666666665,7.491666666666667
Yoo Ah In,5,540.8,7.74
Yoo Byung Jae,1,3246.0,7.2
Yoo Chae Young,1,1049.0,5.8
Yoo Da In,4,3147.5,7.75
Yoo Dong Geun,10,33689.5,8.06
Yoo Eun Mi,1,809.0,7.3
Yoo Geon,3,5327.0,7.066666666666666
Yoo Ha Joon,1,3354.0,7.8
Yoo Ha Na,1,5375.0,7.6
Yoo Hae Jung,1,9939.0,7.3
Yoo Ho Jung,3,37005.0,7.266666666666667
Yoo Ho Rin,1,10019.0,7.2
Yoo Hye Ri,2,2120.5,7.5
Yoo Hyun Joo,1,3754.0,7.6
Yoo In Chon,1,99999.0,6.6
Yoo In Na,10,303.9,8.209999999999999
Yoo In Soo,1,149.0,8.4
Yoo In Young,9,2779.4444444444443,7.677777777777779
Yoo Jae Myung,9,12829.0,8.077777777777778
Yoo Ji In,3,69334.66666666667,6.8999999999999995
Yoo Ji Tae,6,1026.3333333333333,8.216666666666667
Yoo Ji Yeon,1,944.0,8.5
Yoo Joo Hee,1,7954.0,7.3
Yoo Jun,1,9271.533333333333,7.720000000000001
Yoo Min Kyu,3,809.3333333333334,8.0
Yoo Oh Sung,6,1282.5,7.766666666666667
Yoo Sang Jae,1,5614.0,7.6
Yoo Seo Jin,5,25499.6,7.540000000000001
Yoo Seung Ho,11,10698.818181818182,7.863636363636363
Yoo Seung Mok,2,2250.0,7.95
Yoo Seung Yong,1,99999.0,7.2
Yoo So Young,1,559.0,7.2
Yoo Sun Ho,2,1208.0,7.9
Yoo Sung Joo,1,2192.0,8.0
Yoo Tae Woong,3,69982.0,6.466666666666666
Yoo Teo,3,3075.0,7.6
Yoo Yeon Seok,7,768.7142857142857,8.433333333333334
Yoo Young Jae,1,9286.0,7.4
Yoo Yun Ji,1,11924.0,7.0
YooA,1,5549.0,7.4
Yook Mi Ra,1,1816.0,6.7
Yook Sung Jae,6,1003.3333333333334,8.239999999999998
Yoon  Ji Hye,5,1427.8,8.16
Yoon  Se In,1,2802.0,7.3
Yoon Ah Jung,4,28171.0,7.525
Yoon Bo Mi,1,966.0,7.8
Yoon Bok In,4,2886.75,7.6
Yoon Bora,1,442.0,7.8
Yoon Byung Hee,1,412.0,8.3
Yoon Chae Yi,1,7344.0,6.7
Yoon Chan Young,2,1573.5,8.25
Yoon Da Hoon,5,25048.8,7.4799999999999995
Yoon Da Kyung,1,1580.0,7.2
Yoon Da Young,3,7315.666666666667,7.433333333333333
Yoon Doo Joon,4,883.5,7.775
Yoon Eun Hye,5,606.2,7.44
Yoon Gi Won,1,3476.0,6.7
Yoon Gyung Ho,6,1181.0,8.249999999999998
Yoon Hae Young,4,27001.25,7.0249999999999995
Yoon Hee Seok,6,22630.5,7.283333333333332
Yoon Hyun Min,10,1150.8,7.799999999999999
Yoon Jae Hyuk,1,2404.0,8.3
Yoon Je Moon,3,3029.6666666666665,7.766666666666667
Yoon Ji Min,2,8913.5,7.199999999999999
Yoon Ji Sung,1,1082.0,7.9
Yoon Ji Yoo,1,99999.0,7.9
Yoon Jin Seo,4,2124.25,7.6000000000000005
Yoon Jin Sol,2,664.0,8.0
Yoon Jin Yi,2,1738.5,7.6
Yoon Jong Hoon,5,2925.6,7.860000000000001
Yoon Jong Hwa,2,2383.5,7.65
Yoon Jong Seok,2,844.0,8.2
Yoon Joo Hee,3,4142.666666666667,7.666666666666667
Yoon Joo Man,1,1608.0,7.5
Yoon Joo Sang,7,1341.0,7.814285714285715
Yoon Jung Eun,1,1967.0,7.5
Yoon Jung Hee,6,39326.166666666664,7.266666666666667
Yoon Kye Sang,7,1341.142857142857,8.0
Yoon Kyun Sang,8,985.5,7.9750000000000005
Yoon Mi Ra,2,9873.5,7.25
Yoon Na Moo,2,1284.5,7.2
Yoon Park,15,1489.0,7.826666666666666
Yoon Sang Hoon,1,559.0,7.2
Yoon Sang Hyun,9,2134.8888888888887,7.633333333333334
Yoon Se Ah,11,10682.363636363636,7.872727272727274
Yoon Seo Hyun,1,99999.0,7.3
Yoon Seok Hwa,1,655.0,7.9
Yoon Seung Ah,2,588.5,7.550000000000001
Yoon Shi Yoon,11,896.8181818181819,7.8999999999999995
Yoon So Hee,9,853.6666666666666,7.866666666666666
Yoon So Yi,9,4371.333333333333,7.477777777777778
Yoon Son Ha,5,61962.6,7.5200000000000005
Yoon Sun Woo,4,26686.75,7.925000000000001
Yoon Tae Young,2,1302.0,7.3
Yoon Yoo Sun,6,19228.333333333332,7.833333333333333
Yoshi,1,2404.0,8.3
Youn Yuh Jung,8,13890.625,7.824999999999999
Yu Bee,1,1773.0,7.9
Yun  Joon Suk,1,1108.0,7.1
Yun Ji On,2,215.0,8.65
Yun Kyu Jin,1,99999.0,7.0
Yun Woon Kyung,1,851.0,6.6
Yura,3,247.66666666666666,7.666666666666667
Z Hera,1,2306.0,7.0
Z.flat,1,6459.0,6.7
Zo In Sung,5,3550.8,7.675
a.mond,2,1900.0,7.4
