actor,cast,Popul,score
Jo Kyung Hwan,2,53703.5,7.3
Jo Mi Ryung,4,6466.25,7.6
Jo Min Soo,5,43582.0,7.279999999999999
Jo Seung Hyun,1,6080.0,7.4
Jo Soo Hyang,2,723.0,7.8
Jo Soo Min,1,998.0,8.1
Jo Sung Ha,9,1210.0,7.844444444444445
Jo Wan Ki,2,3699.0,8.15
Jo Woo Ri,3,894.3333333333334,7.666666666666667
Jo Yeon Woo,3,7991.666666666667,7.366666666666667
Jo Yi Hyun,3,698.0,8.1
Jo Yi Jin,2,8597.5,7.199999999999999
Jo Yoo Jung,1,701.0,7.9
Jo Yoon Hee,8,15972.5,7.6375
Jo Yoon Woo,4,1608.0,7.45
Jo Young Jin,1,420.0,8.2
Jo Yun Hee,2,879.0,8.6
Jong Ji Woo,1,5948.0,
Joo Ah Reum,2,5751.0,7.35
Joo Bo Young,1,4163.0,
Joo Hae Eun,1,1817.0,7.9
Joo Hyun,1,17151.0,7.415384615384615
Joo Hyun Young,1,99999.0,
Joo Ji Hoon,6,946.5,7.866666666666667
Joo Jin Mo,11,10960.454545454546,7.527272727272727
Joo Jong Hyuk,1,256.0,8.5
Joo Min Kyung,4,1260.25,8.0
Joo Sang Wook,13,9495.153846153846,7.63076923076923
Joo Seok Tae,1,729.0,8.6
Joo Won,8,9664.23076923077,7.684615384615384
Joo Woo Jae,3,1712.0,7.3
Joo Yeon Woo,1,1611.0,7.0
Joy,3,399.0,7.7
Jubi,1,1961.0,6.8
Julien Kang,1,5249.0,7.2
Jun  In Taek,2,51418.0,7.45
Jun Hyun,1,3644.0,7.366666666666667
Jun Ji Hyun,5,1890.2,8.22
Jun Min Jung,1,99999.0,
Jun Suk Ho,2,181.5,8.75
Jung  Ji Soon,1,1580.0,7.2
Jung  Joo Eun,1,7323.0,7.5
Jung  Soo Young,2,1945.5,7.5
Jung Ae Ri,5,24990.6,7.959999999999999
Jung Ae Yun,2,50718.0,6.9
Jung Chae Yeon,4,3425.75,7.666666666666667
Jung Chan,2,5693.0,7.5
Jung Chan Bi,1,448.0,7.5
Jung Da Bin,4,1673.75,7.733333333333333
Jung Da Eun,3,629.6666666666666,8.033333333333333
Jung Da Sol,2,61.0,7.6
Jung Da Young,2,9384.5,6.95
Jung Dong Gyu,1,327.0,8.7
Jung Dong Hoon,1,4300.0,
Jung Dong Hwan,4,30033.0,7.275
Jung Dong Hyun,1,4051.0,6.8
Jung Eugene,6,387.8333333333333,8.083333333333334
Jung Eui Jae,2,3391.0,7.550000000000001
Jung Eui Wook,1,3726.0,
Jung Eun Chae,4,745.75,8.1
Jung Eun Ji,6,1410.5,7.94
Jung Eun Pyo,1,2203.0,7.6
Jung Eun Woo,4,6796.0,7.2749999999999995
Jung Ga Ram,1,41.0,7.4
Jung Gun Joo,3,676.3333333333334,7.966666666666668
Jung Gyu Woon,8,14911.875,7.299999999999999
Jung Hae In,9,1004.4444444444445,8.0375
Jung Hae Kyun,4,958.75,8.049999999999999
Jung Han Hun,4,5952.0,7.575
Jung Han Yong,4,5585.75,7.2250000000000005
Jung Heon,3,6955.0,7.400000000000001
Jung Heung Chae,1,99999.0,7.4
Jung Ho Bin,2,6094.5,7.75
Jung Ho Geun,2,5574.0,7.800000000000001
Jung Ho Yeon,1,31.0,8.5
Jung Hye In,2,3911.5,7.4
Jung Hye Sun,5,11206.09090909091,7.236363636363635
Jung Hye Sung,6,2109.5,7.816666666666667
Jung Hye Young,4,51931.0,7.275
Jung Hyun Ji,1,866.0,7.3
Jung Hyung Suk,1,5733.0,7.7
Jung Il Woo,10,1112.0,7.730000000000001
Jung In Ki,3,762.3333333333334,7.666666666666667
Jung In Kyum,1,834.0,7.3
Jung In Sun,7,1264.5714285714287,7.828571428571429
Jung Jae Hyuk,1,4465.0,6.0
Jung Jae Jin,1,7004.0,7.0
Jung Jae Oh,1,353.0,7.8
Jung Jae Soon,5,43525.0,7.38
Jung Jae Young,4,2421.25,8.100000000000001
Jung Ji Ah,1,751.6666666666666,7.733333333333333
Jung Ji Ahn,2,790.0,8.0
Jung Ji So,4,26441.5,7.766666666666666
Jung Ji Yoon,2,5374.5,7.25
Jung Jin Woo,2,2121.3333333333335,7.300000000000001
Jung Jin Woon,4,246.0,7.300000000000001
Jung Jin Young,10,1203.2,7.88
Jung Joo Yeon,1,9145.0,6.4
Jung Joon,4,25763.0,7.792307692307693
Jung Joon Ho,8,14893.375,7.912499999999999
Jung Joon Young,1,418.0,7.9
Jung Kyu Soo,1,7260.0,7.0
Jung Kyung Ho,11,690.4545454545455,8.200000000000001
Jung Kyung Soon,3,1004.6666666666666,7.466666666666666
Jung Man Shik,3,1480.3333333333333,7.6000000000000005
Jung Min,2,14996.44,7.587499999999999
Jung Min Ah,2,3694.5,7.95
Jung Min Jin,1,12436.0,7.1
Jung Min Sung,1,2042.0,8.2
Jung Moon Sung,3,1264.3333333333333,7.866666666666667
Jung Ryeo Won,9,3305.1111111111113,7.611111111111111
Jung Sang Hoon,9,2546.8888888888887,7.822222222222221
Jung Se In,1,99999.0,6.5
Jung Seo In,1,158.0,8.1
Jung Seung Ho,2,7569.5,7.15
Jung Shi Ah,1,99999.0,6.3
Jung Shin Hye,1,1286.0,8.0
Jung So Min,12,1127.1666666666667,8.116666666666665
Jung So Young,3,9013.666666666666,7.199999999999999
Jung Soo Bin,1,12278.0,
Jung Suk Won,3,34518.0,7.166666666666667
Jung Suk Yong,4,3119.5,8.05
Jung Sung Ho,1,9286.0,7.4
Jung Sung Hwan,1,11841.0,7.1
Jung Sung Mo,1,3455.0,7.6
Jung Sung Woon,4,53499.75,7.375000000000001
Jung Tae Woo,2,54725.5,7.0
Jung Ui Kap,1,99999.0,7.0
Jung Won Chang,1,2192.0,8.0
Jung Won Joong,2,3536.5,7.55
Jung Woo,3,15451.641025641025,7.597142857142858
Jung Woo Jin,1,3664.0,
Jung Woo Sung,3,35120.333333333336,7.3999999999999995
Jung Woo Yeon,2,7943.0,7.55
Jung Wook,2,41844.4,6.74
Jung Woon Sun,2,274.0,7.7
Jung Woon Taek,1,2264.0,6.9
Jung Woong In,13,17877.69230769231,7.746153846153845
Jung Yeon Joo,1,636.0,7.9
Jung Yi Rang,2,2689.0,7.5
Jung Yi Seo,1,678.0,8.3
Jung Yi Yeon,3,38933.666666666664,7.266666666666666
Jung Yong Hwa,6,540.1666666666666,7.766666666666667
Jung Yoo Ahn,1,785.0,7.7
Jung Yoo Chan,2,53069.0,7.050000000000001
Jung Yoo Geun,2,6542.0,7.05
Jung Yoo Mi,8,3442.7272727272725,7.590909090909091
Jung Yoo Min,3,5104.666666666667,7.266666666666667
Jung Yoon Hak,1,1159.0,7.1
Jung Young Joo,1,111.0,9.2
Jung Young Sook,1,10653.0,7.4
Jung Yu Mi,5,1225.0,7.719999999999999
Kai,3,800.0,7.166666666666667
Kam Woo Sung,6,19243.0,7.766666666666666
Kang  Byul,5,5208.8,7.5
Kang  Dong Ho,2,1089.0,7.35
Kang  Min Ah,4,1428.25,7.725
Kang  Suk Woo,3,37294.333333333336,7.2
Kang Boo Ja,3,34306.333333333336,7.633333333333333
Kang Cho Hee,1,5930.0,8.0
Kang Chul Woong,1,1336.0,7.2
Kang Da Bin,1,12311.0,7.3
Kang Dae Sung,1,1389.0,7.6
Kang Daniel,1,627.0,8.3
Kang Do Han,1,99999.0,6.8
Kang Eun Tak,6,21404.0,7.383333333333333
Kang Gi Doong,2,856.5,8.0
Kang Ha Neul,8,836.25,8.042857142857143
Kang Hae Lim,1,3714.0,
Kang Han Na,6,489.8333333333333,8.333333333333334
Kang Hong Suk,2,1266.0,8.3
Kang Hoon,2,1144.0,8.850000000000001
Kang Hye Jung,4,26454.75,7.9
Kang Hyun Joong,1,662.0,7.3
Kang In,1,99999.0,7.066666666666666
Kang In Duk,1,99999.0,7.6
Kang In Gi,1,99999.0,6.6
Kang Jae Sub,1,99999.0,7.1
Kang Ji Hwan,9,2477.6666666666665,7.544444444444443
Kang Ji Sub,4,10854.5,7.3
Kang Ji Woo,1,1860.0,8.2
Kang Ji Young,3,1634.6666666666667,7.333333333333333
Kang Ki Hwa,1,5068.0,7.2
Kang Ki Young,6,371.0,8.316666666666665
Kang Kyung Joon,4,8622.0,7.4
Kang Mal Geum,2,603.0,8.4
Kang Mi Na,4,984.25,7.675000000000001
Kang Min Hyuk,6,600.5,7.416666666666668
Kang Min Kyung,2,51435.0,7.199999999999999
Kang Moon Young,1,11764.0,8.0
Kang Nam Gil,2,3819.0,7.35
Kang Pil Sun,1,1641.0,6.8
Kang Rae Yeon,2,2075.5,7.55
Kang Samuel,2,7518.0,7.4
Kang Se Jung,4,30812.25,7.325000000000001
Kang Seo Joon,1,9306.0,7.6
Kang Seung Hyun,2,783.0,7.75
Kang Seung Yoon,4,1293.25,7.7
Kang Shin Chul,1,1281.0,7.9
Kang Shin Il,8,13913.125,7.9125
Kang Shin Jo,2,7432.0,7.4
Kang So Ra,8,710.625,7.700000000000001
Kang Sung Jin,3,37797.333333333336,7.166666666666667
Kang Sung Wook,1,1929.0,7.9
Kang Sung Yun,5,24664.8,7.26
Kang Ta,1,3850.733333333333,7.659999999999999
Kang Tae Joo,1,8847.0,7.4
Kang Tae Oh,9,2094.8888888888887,7.933333333333333
Kang Tae Sung,4,6326.75,7.25
Kang Ye Seo,1,99999.0,7.1
Kang Ye Sol,2,50560.5,7.55
Kang Ye Won,6,1793.3333333333333,8.066666666666666
Kang Yi Eun,1,4342.0,7.3
Kang Yi Suk,1,99999.0,6.6
Kang Yoo Seok,2,1799.0,8.3
Kang Young Seok,1,1550.0,8.0
Keum Dan Bi,1,5119.0,7.3
Key,2,579.5,8.0
Ki Do Hoon,2,727.5,7.75
Ki Eun Se,1,2107.0,6.5
Ki Hee Hyun,1,9188.0,6.9
Ki Joo Bong,1,6850.0,7.6
Ki Tae Young,5,7897.0,7.3999999999999995
Kil Hae Yeon,3,3193.6666666666665,7.733333333333333
Kim  Bo Mi,1,77.0,8.5
Kim  Gyu Chul,5,82113.2,7.58
Kim  Hae In,1,12935.0,7.3
Kim  Hak Chul,2,7144.5,7.65
Kim  Il Woo,1,99999.0,7.0
Kim  Joo Hyuk,5,6013.8,7.58
Kim  Jung Wook,2,4542.5,7.25
Kim  Ka Yeon,1,2667.0,7.3
Kim  Mi Kyung,6,592.3333333333334,8.066666666666665
Kim  Sang Ho,10,1237.3,7.933333333333334
Kim  Se Jung,2,5070.5,7.0
Kim  Yong Hee,2,8582.5,7.0
Kim Ah Joong,5,21036.8,7.840000000000001
Kim Bin Woo,3,38898.333333333336,7.133333333333333
Kim Bit Na Ri,1,2260.0,7.9
Kim Bo Mi,1,7473.0,7.25
Kim Bo Min,1,2510.0,7.4
Kim Bo Ra,3,1315.0,7.766666666666667
Kim Bo Sung,2,7683.0,7.25
Kim Bo Yun,2,3740.0,7.3
Kim Bum,11,1972.3636363636363,7.790909090909091
Kim Bup Rae,1,676.0,7.9
Kim Byung Chul,5,660.4,8.3
Kim Byung Chun,1,1010.0,7.6
Kim Byung Gi,3,35743.666666666664,7.533333333333334
Kim Byung Ok,3,1978.3333333333333,8.033333333333333
Kim Byung Se,2,50337.0,7.050000000000001
Kim C,1,17532.0,7.692857142857142
Kim Chan Woo,2,56040.0,7.35
Kim Chan Yi,1,110.0,8.8
Kim Chang Sook,1,99999.0,5.0
Kim Chang Wan,8,2607.625,8.125
Kim Chul Ki,1,7514.0,7.5
Kim Da Hyun,1,8386.0,7.1
Kim Da Mi,2,68.5,8.65
Kim Da Som,6,2636.5,7.583333333333332
Kim Dae Myung,3,346.3333333333333,8.7
Kim Dae Sung,1,99999.0,6.6
Kim Do Hoon,2,2547.5,8.0
Kim Do Hyun,2,694.5,8.5
Kim Do Wan,4,1096.0,7.949999999999999
Kim Do Yeon,2,2014.5,7.5
Kim Do Young,1,3015.0,7.1
Kim Dong Beom,1,2127.0,6.3
Kim Dong Hee,3,313.3333333333333,8.333333333333334
Kim Dong Hoon,1,99999.0,8.0
Kim Dong Hyun,4,25624.25,7.574999999999999
Kim Dong Jun,5,1233.2,7.660000000000001
Kim Dong Kyu,1,353.0,7.8
Kim Dong Seok,1,258.0,7.6
Kim Dong Soo,1,11607.0,7.5
Kim Dong Wan,2,8902.0,7.25
Kim Dong Wook,9,1979.5555555555557,8.1
Kim Dong Yoon,1,4211.0,7.6
Kim Duk Hyun,1,5105.0,7.3
Kim Eui Sung,7,903.4285714285714,8.183333333333334
Kim Eul Dong,1,11924.0,7.0
Kim Eun Jung,1,1159.0,7.1
Kim Eung Soo,8,27883.0,7.437499999999999
Kim Ga Eun,9,12967.0,7.7555555555555555
Kim Gab Soo,9,12084.666666666666,7.800000000000001
Kim Gi Bang,1,460.0,6.8
Kim Go Eun,5,370.4,8.225
Kim Gook Jin,1,99999.0,7.0
Kim Gun Woo,2,1457.0,8.100000000000001
Kim Gyeol Yu,1,695.0,8.2
Kim Gyu Ri,6,2950.0,7.466666666666668
Kim Gyu Seon,1,2504.0,6.9
Kim Gyung Shik,1,3725.0,6.9
Kim Ha Eun,2,53481.5,7.35
Kim Ha Kyun,5,20348.333333333332,7.516666666666666
Kim Ha Kyung,1,3197.0,7.7
Kim Ha Neul,11,4807.909090909091,7.572727272727271
Kim Hae Sook,15,16208.266666666666,7.793333333333334
Kim Hak Rae,1,10794.0,7.5
Kim Hee Ae,9,25582.0,7.8999999999999995
Kim Hee Chan,1,1087.5,7.6
Kim Hee Chang,1,41.0,7.4
Kim Hee Chul,2,3518.5,7.6
Kim Hee Jin,1,1147.0,8.0
Kim Hee Joon,2,52517.0,7.15
Kim Hee Jung,7,3142.4285714285716,7.642857142857143
Kim Hee Sun,12,10305.25,7.766666666666666
Kim Hee Won,5,1966.4,7.8
Kim Heung Ki,1,99999.0,8.0
Kim Heung Soo,3,4006.6666666666665,7.433333333333334
Kim Ho Chang,1,2285.0,7.1
Kim Ho Jin,3,41429.0,7.133333333333333
Kim Ho Jung,1,950.0,6.7
Kim Hong Pa,2,925.5,8.1
Kim Hwan Hee,7,2088.1428571428573,7.828571428571429
Kim Hyang Gi ,5,1882.8,7.975
Kim Hye Eun,2,3005.0,7.4
Kim Hye Ja,6,35497.333333333336,7.616666666666667
Kim Hye Ji,3,35756.333333333336,7.5
Kim Hye Joon,4,2072.0,8.200000000000001
Kim Hye Na,2,5619.0,7.300000000000001
Kim Hye Ok,4,3482.5,7.8
Kim Hye Ri,6,22706.0,7.616666666666666
Kim Hye Soo,4,25987.0,8.025
Kim Hye Sun,2,28656.5,7.699999999999999
Kim Hye Sung,2,1371.5,8.25
Kim Hye Yoon,3,315.0,8.266666666666667
Kim Hyo Jin,5,42921.2,7.4799999999999995
Kim Hyun Jin,2,4513.0,
Kim Hyun Joo,14,7936.9,7.5315789473684225
Kim Hyun Joon,4,1428.6666666666667,7.400000000000001
Kim Hyun Joong,2,617.0,7.4
Kim Hyun Soo,2,20815.2,7.979999999999999
Kim Hyun Sook,3,34359.333333333336,7.800000000000001
Kim Hyun Sung,1,10954.0,6.9
Kim Hyung Beom,3,39936.0,7.033333333333334
Kim Hyung Jun,3,35989.0,7.0
Kim Hyung Min,2,4487.0,7.25
Kim Hyung Mook,1,853.0,8.0
Kim Hyung Suk,1,1286.0,8.0
Kim Ian,1,1982.0,7.1
Kim In Kwon,4,2233.0,7.825
Kim In Tae,1,6626.0,6.6
Kim Ja Ok,1,99999.0,7.5
Kim Jae Bum,1,583.0,7.9
Kim Jae Chul,1,4045.0,7.4
Kim Jae Hwa,2,2410.0,7.699999999999999
Kim Jae Joong,5,1058.6,7.359999999999999
Kim Jae Kyung,4,906.0,8.05
Kim Jae Won,10,22024.7,7.43
Kim Jae Wook,6,311.8333333333333,8.200000000000001
Kim Jae Woon,1,6459.0,6.7
Kim Jae Young,6,1080.8333333333333,7.750000000000001
Kim Jee Soo,7,3464.8571428571427,7.771428571428571
Kim Jeong Hoon,2,1733.5,7.15
Kim Jeong Seok,1,866.0,7.3
Kim Jeong Tae,2,6537.5,7.300000000000001
Kim Ji Eun,3,2053.6666666666665,8.3
Kim Ji Ho,2,16445.85714285714,7.484615384615385
Kim Ji Hoon,12,10399.75,7.490909090909091
Kim Ji Hyun,1,537.0,8.1
Kim Ji Min,2,50162.0,7.55
Kim Ji Soo,9,1028.6666666666667,7.866666666666666
Kim Ji Suk,13,1841.3076923076924,7.8307692307692305
Kim Ji Sung,2,714.0,7.55
Kim Ji Won,11,498.90909090909093,8.136363636363635
Kim Ji Woo,1,1122.0,7.5
Kim Ji Young,8,27159.5,7.4625
Kim Ji Yun,1,99999.0,4.0
Kim Jin Hee,1,692.0,8.3
Kim Jin Kyung,2,877.5,7.7
Kim Jin Sung,1,3021.0,7.0
Kim Jin Woo,10,12808.0,7.390000000000001
Kim Jin Yeop,2,4421.0,7.3
Kim Jong Goo,4,5331.0,7.625
Kim Jong Hoon,1,791.0,7.5
Kim Jong Hyun,1,1082.0,7.9
Kim Jong Kook,1,224.0,7.6
Kim Jong Kyeol,1,99999.0,7.2
Kim Jong Soo,3,1291.3333333333333,7.8
Kim Jong Tae,1,849.0,8.3
Kim Joo Heon,4,423.25,7.8999999999999995
Kim Joo Hyun,3,3920.6666666666665,7.633333333333333
Kim Joo Ryoung,1,7868.0,
Kim Joo Yeon,1,2257.0,7.3
Kim Joo Young,6,37049.333333333336,7.666666666666667
Kim Joon,3,2930.625,7.6625
Kim Joon Han,2,740.5,8.15
Kim Joon Kyung,1,812.0,8.3
Kim Joon Sung,1,1023.0,7.7
Kim Joong Ki,1,4896.0,7.6
Kim Jun Kyu,1,2404.0,8.3
Kim Jung Eun,6,3800.0,7.566666666666666
Kim Jung Hwa,1,9192.0,6.9
Kim Jung Hyun,7,30336.285714285714,7.942857142857143
Kim Jung Kyoon,1,4884.0,6.7
Kim Jung Min,2,50471.5,7.95
Kim Jung Nan,4,1063.25,7.6
Kim Jung Young,1,2878.0,7.8
Kim Kang Hoon,1,505.0,8.8
Kim Kang Hyun,3,746.0,8.266666666666667
Kim Kang Min,1,635.0,8.0
Kim Kang Woo,9,3116.3333333333335,7.411111111111111
Kim Ki Bum,4,6826.5,6.8
Kim Ki Doo,2,2599.5,7.2
Kim Kwang Gyu,6,2686.6666666666665,7.8
Kim Kwon,2,686.0,8.350000000000001
Kim Kyul,1,374.0,8.4
Kim Kyung Jin,1,252.0,7.5
Kim Kyung Nam,7,1013.5714285714286,8.114285714285714
Kim Mi Ra,1,4669.0,7.1
Kim Mi Sook,6,18439.833333333332,7.716666666666668
Kim Min,1,8759.835443037975,7.6077922077922056
Kim Min Chul,1,2253.0,7.4
Kim Min Gue,6,569.3333333333334,7.933333333333333
Kim Min Gwi,1,103.0,7.5
Kim Min Ha,1,1055.0,8.4
Kim Min Hee,2,54191.0,6.6
Kim Min Jae,10,1022.3,7.890000000000001
Kim Min Jong,8,16884.75,7.4750000000000005
Kim Min Joon,12,4621.666666666667,7.183333333333334
Kim Min Ju,1,17994.615384615383,7.808333333333333
Kim Min Jung,12,19123.083333333332,7.808333333333333
Kim Min Ki,1,701.0,7.9
Kim Min Kyo,1,196.0,8.0
Kim Min Kyung,1,1023.0,7.7
Kim Min Sang,3,412.6666666666667,7.866666666666667
Kim Min Seo,6,1178.5384615384614,7.758333333333333
Kim Min Seok,7,1303.2857142857142,7.833333333333333
Kim Min Soo,6,21217.0,7.216666666666666
Kim Min Young,2,1584.0,7.05
Kim Moo Joon,1,561.0,8.4
Kim Moo Saeng,4,52269.25,8.475
Kim Mu Yeol,5,3362.0,7.949999999999999
Kim Myung Ji,1,12049.0,
Kim Myung Kook,1,99999.0,7.3
Kim Myung Min,8,15436.125,7.725
Kim Myung Soo,10,2352.4,7.739999999999999
Kim Na Hyun,1,934.0,7.1
Kim Na Woon,2,50749.0,7.800000000000001
Kim Na Yoon,1,3890.0,7.6
Kim Nam Gil,6,2652.0,8.08
Kim Nam Hee,5,1897.0,8.233333333333333
Kim Nam Joo,3,34500.333333333336,7.8
Kim Noh Jin,1,241.0,8.2
Kim Nu Ri,1,165.0,8.9
Kim Ok Bin,7,2816.4285714285716,7.666666666666667
Kim Rae Won,10,12555.6,7.455555555555555
Kim Ri Ah,1,1611.0,7.0
Kim Sa Kwon,1,5791.0,7.4
Kim Sa Rang,5,42792.8,7.5
Kim Sae Byeok,1,1952.0,7.5
Kim Sae Ron,6,1296.1666666666667,7.766666666666667
Kim San Ho,1,5791.0,7.4
Kim Sang Gyun,1,984.0,7.5
Kim Sang Joong,12,12460.416666666666,7.666666666666668
Kim Sang Kyung,7,16247.57142857143,7.9142857142857155
Kim Se Ah,2,53627.5,6.85
Kim Se Jeong,5,434.2,8.280000000000001
Kim Se Min,1,7221.0,7.1
Kim Seo Hyung,9,2252.8888888888887,7.988888888888888
Kim Seo Kyung,1,567.0,8.0
Kim Seo Ra,4,4977.0,7.1499999999999995
Kim Seok Wook,1,12281.0,7.4
Kim Seol Hyun,5,908.6,7.980000000000001
Kim Seon Ho,7,341.2857142857143,8.185714285714285
Kim Seul Gi,9,783.8888888888889,7.862499999999999
Kim Seung Hwan,1,10293.0,7.4
Kim Seung Pil,2,50490.0,7.05
Kim Seung Soo,10,25615.4,7.31
Kim Seung Woo,6,5046.0,7.3
Kim Shi Eun,2,2089.0,7.9
Kim Shi Hoo,1,215.0,7.6
Kim Shi Woo,1,6177.0,7.0
Kim Shi Woon,1,2107.0,6.5
Kim Shin Bi,1,3636.0,7.6
Kim Shin Rok,2,389.5,8.65
Kim So Eun,9,12326.111111111111,7.466666666666667
Kim So Hee,1,5549.0,7.4
Kim So Hye,2,1856.5,7.6
Kim So Hyun,11,556.2727272727273,7.818181818181818
Kim So Jin,1,1021.0,8.7
Kim So Ri,1,4388.0,7.5
Kim So Yeon,11,11634.727272727272,7.590909090909091
Kim Soo An,1,2192.0,8.0
Kim Soo Hyun,11,2323.181818181818,7.99090909090909
Kim Soo In,1,8655.0,7.4
Kim Soo Mi,2,53906.5,7.1
Kim Soo Ro,2,306.0,8.15
Kim Soo Yeon,2,4409.5,7.3
Kim Su Hyun,3,3199.3333333333335,7.666666666666667
Kim Suk Hoon,3,39504.0,6.8999999999999995
Kim Sun Ah,8,3027.5,7.814285714285715
Kim Sun Hwa,1,10333.0,7.4
Kim Sun Hyuk,3,256.6666666666667,8.2
Kim Sun Woong,2,2203.0,7.35
Kim Sun Young,2,986.5,7.949999999999999
Kim Sung  Je,1,3327.0,7.1
Kim Sung Cheol,3,1522.3333333333333,8.233333333333333
Kim Sung Eun,2,50878.5,7.85
Kim Sung Gyu,4,735.25,8.525
Kim Sung Hwan,1,2326.0,7.3
Kim Sung Joo,1,199.0,7.5
Kim Sung Kyum,1,99999.0,6.8
Kim Sung Kyun,5,2316.6666666666665,7.816666666666666
Kim Sung Kyung,1,9145.0,6.4
Kim Sung Min,5,25810.6,7.340000000000001
Kim Sung Oh,7,1698.0,7.557142857142857
Kim Sung Ryung,9,14141.222222222223,7.511111111111112
Kim Sung Soo,6,21209.833333333332,7.316666666666666
Kim Sung Won,1,99999.0,8.0
Kim Tae Hee,2,314.5,8.15
Kim Tae Hoon,10,2339.2,7.760000000000001
Kim Tae Hyun,1,1866.0,7.1
Kim Tae I,1,743.0,7.9
Kim Tae Ri,2,3321.5,8.9
Kim Tae Woo,14,2995.5714285714284,7.9
Kim Tae Yoon,1,1825.0,7.5
Kim Won Hae,13,706.5384615384615,8.100000000000001
Kim Won Joon,1,99999.0,6.3
Kim Won Ki,1,241.0,8.2
Kim Woo Bin,4,878.0,7.966666666666666
Kim Woo Seok,3,1910.6666666666667,8.350000000000001
Kim Ye Ji,1,3968.0,7.4
Kim Ye Ryung,3,70081.66666666667,7.333333333333333
Kim Ye Won,7,1593.2857142857142,7.714285714285715
Kim Yeo Jin,5,2629.0,8.14
Kim Yeong Cheol,9,14594.444444444445,7.966666666666665
Kim Yi Kyung,1,2315.0,8.0
Kim Yi Seo,1,695.0,8.2
Kim Yo Han,2,494.0,7.9
Kim Yong Gun,2,1817.5,7.8
Kim Yong Ji,2,1889.5,8.4
Kim Yong Min,1,7481.0,7.4
Kim Yong Rim,2,3961.0,7.05
Kim Yoo Bin,2,1781.0,7.9
Kim Yoo Jung,7,537.4285714285714,8.014285714285714
Kim Yoo Mi,5,1619.8,7.88
Kim Yoo Ri,6,836.8333333333334,7.866666666666667
Kim Yoo Suk,5,7634.8,7.359999999999999
Kim Yoon Hye,4,553.75,7.625
Kim Yoon Jin,1,4375.0,7.8
Kim Yoon Kyung,1,6126.0,7.4
Kim Yoon Seok,2,52376.0,7.199999999999999
Kim Yoon Sung,1,1953.0,7.6
Kim Yoon Tae,1,99999.0,6.6
Kim Yoon Woo,1,3664.0,
Kim Young Ae,4,50390.5,6.725
Kim Young Ah,1,2348.0,7.5
Kim Young Chan,1,7161.0,7.1
Kim Young Dae,4,1473.5,8.233333333333334
Kim Young Hee,1,1108.0,7.1
Kim Young Ho,1,2862.25,7.875
Kim Young Hoon,3,1621.3333333333333,7.933333333333333
Kim Young Jae,3,4433.0,7.233333333333334
Kim Young Kwang,15,1170.5333333333333,7.685714285714285
Kim Young Min,6,1216.6666666666667,8.166666666666666
Kim Young Ok,8,29364.25,7.3375
Kim Young Ran,3,38161.333333333336,7.266666666666667
Kim Yu Bin,1,3604.0,7.4
Kim Yun Joo,1,2699.0,7.8
Kim Yun Seo,6,3379.1666666666665,7.25
Kisum,1,1336.0,7.2
Ko Chan Bin,1,841.0,8.2
Ko Chang Seok,4,1135.75,8.233333333333333
Ko Dong Ha,1,1809.0,7.9
Koo Ja Sung,3,1435.6666666666667,7.233333333333333
Koo Kyo Hwan,2,837.0,8.15
Krystal Jung,8,566.75,8.012500000000001
Kwak Do Won,1,520.0,8.3
Kwak Dong Yeon,9,509.0,8.11111111111111
Kwak Hee Sung,4,4732.25,7.1499999999999995
Kwak Ji Min,2,9733.0,7.35
Kwak Jin,1,99999.0,7.3
Kwak Jung Wook,1,139.0,8.2
Kwak Min Seok,1,4465.0,6.0
Kwak Shi Yang,9,815.5555555555555,8.011111111111113
Kwak Sun Young,3,34022.666666666664,8.1
Kwon Ah Reum,1,3015.0,7.1
Kwon BoA,1,1113.0,7.9
Kwon Eun Bin,1,341.0,8.3
Kwon Hae Hyo,4,30103.5,7.1499999999999995
Kwon Hwa Woon,3,870.0,8.233333333333334
Kwon Hyuk Soo,1,2253.0,7.4
Kwon In Ha,1,215.0,7.6
Kwon Ki Sun,1,2127.0,6.3
Kwon Kyung Ha,1,99999.0,6.8
Kwon Na Ra,6,511.6666666666667,8.283333333333335
Kwon Oh Jung,4,52686.25,7.525
Kwon Oh Kyung,1,12049.0,
Kwon Sang Woo,10,3241.1,7.544444444444443
Kwon Soo Hyun,2,113.5,7.7
Kwon Tae Won,1,3448.0,7.5
Kwon Yong Woon,1,2853.0,7.7
Kwon Yool,9,2719.6666666666665,7.9375
Kwon Young Eun,1,701.0,7.9
Kwon Yu Ri,7,1482.4285714285713,7.557142857142856
Kyeon Mi Ri,2,99999.0,7.1
Kyung Joon,1,26897.4,7.38
Kyung Soo Jin,10,2613.9,7.779999999999999
Kyung Sung Hwan,1,4669.0,7.1
Le Hong Dang,1,8478.0,7.6
Lee  Ha Na ,7,3340.0,7.699999999999998
Lee  Han Wi,3,939.3333333333334,7.833333333333333
Lee  Jae Joon,2,3278.0,7.35
Lee  Jong Hyun,4,738.5,7.45
Lee  Joo Yeon,3,702.0,7.866666666666667
Lee  Seon Jin,1,99999.0,7.2
Lee  So Won,1,99999.0,7.4
Lee Ah Hyun,4,6753.75,7.450000000000001
Lee Ah Jin,1,6850.0,7.6
Lee Bo Hee,4,28431.25,7.050000000000001
Lee Bo Young,10,2215.5,7.840000000000001
