actors,장르,점수별,인기별,리뷰수,작품수
Kim Sun Hwa,Kim Sun Hwa,7.4,10333.0,101.0,1
Kim Sun Hyuk,Kim Sun Hyuk,8.2,256.6666666666667,15419.0,3
Kim Sun Woong,Kim Sun Woong,7.35,2203.0,4840.0,2
Kim Sun Young,Kim Sun Young,7.949999999999999,986.5,6878.5,2
Kim Sung  Je,Kim Sung  Je,7.1,3327.0,893.0,1
Kim Sung Cheol,Kim Sung Cheol,8.233333333333333,1522.3333333333333,12110.0,3
Kim Sung Eun,Kim Sung Eun,7.85,50878.5,1247.5,2
Kim Sung Gyu,Kim Sung Gyu,8.525,735.25,10934.0,4
Kim Sung Hwan,Kim Sung Hwan,7.3,2326.0,1848.0,1
Kim Sung Joo,Kim Sung Joo,7.5,199.0,16067.0,1
Kim Sung Kyum,Kim Sung Kyum,6.8,99999.0,28.0,1
Kim Sung Kyun,Kim Sung Kyun,7.816666666666666,2316.6666666666665,7135.833333333333,5
Kim Sung Kyung,Kim Sung Kyung,6.4,9145.0,10.0,1
Kim Sung Min,Kim Sung Min,7.340000000000001,25810.6,756.2,5
Kim Sung Oh,Kim Sung Oh,7.557142857142857,1698.0,10068.57142857143,7
Kim Sung Ryung,Kim Sung Ryung,7.511111111111112,14141.222222222224,3257.777777777778,9
Kim Sung Soo,Kim Sung Soo,7.316666666666666,21209.83333333333,468.8333333333333,6
Kim Sung Won,Kim Sung Won,8.0,99999.0,1.0,1
Kim Tae Hee,Kim Tae Hee,8.15,314.5,12794.5,2
Kim Tae Hoon,Kim Tae Hoon,7.760000000000001,2339.2,4995.5,10
Kim Tae Hyun,Kim Tae Hyun,7.1,1866.0,2248.0,1
Kim Tae I,Kim Tae I,7.9,743.0,5888.0,1
Kim Tae Ri,Kim Tae Ri,8.9,3321.5,19486.0,2
Kim Tae Woo,Kim Tae Woo,7.9,2995.5714285714284,8594.57142857143,14
Kim Tae Yoon,Kim Tae Yoon,7.5,1825.0,2774.0,1
Kim Won Hae,Kim Won Hae,8.100000000000001,706.5384615384615,11072.0,13
Kim Won Joon,Kim Won Joon,6.3,99999.0,4.0,1
Kim Won Ki,Kim Won Ki,8.2,241.0,21198.0,1
Kim Woo Bin,Kim Woo Bin,7.966666666666666,878.0,39327.0,4
Kim Woo Seok,Kim Woo Seok,8.350000000000001,1910.6666666666667,6103.0,3
Kim Ye Ji,Kim Ye Ji,7.4,3968.0,946.0,1
Kim Ye Ryung,Kim Ye Ryung,7.333333333333333,70081.66666666667,40.0,3
Kim Ye Won,Kim Ye Won,7.714285714285715,1593.2857142857142,12399.0,7
Kim Yeo Jin,Kim Yeo Jin,8.14,2629.0,16095.6,5
Kim Yeong Cheol,Kim Yeong Cheol,7.966666666666665,14594.444444444443,3005.8888888888887,9
Kim Yi Kyung,Kim Yi Kyung,8.0,2315.0,1535.0,1
Kim Yi Seo,Kim Yi Seo,8.2,695.0,6167.0,1
Kim Yo Han,Kim Yo Han,7.9,494.0,8681.5,2
Kim Yong Gun,Kim Yong Gun,7.8,1817.5,5335.0,2
Kim Yong Ji,Kim Yong Ji,8.4,1889.5,29912.0,2
Kim Yong Min,Kim Yong Min,7.4,7481.0,122.0,1
Kim Yong Rim,Kim Yong Rim,7.05,3961.0,775.5,2
Kim Yoo Bin,Kim Yoo Bin,7.9,1781.0,3512.5,2
Kim Yoo Jung,Kim Yoo Jung,8.014285714285714,537.4285714285714,15889.0,7
Kim Yoo Mi,Kim Yoo Mi,7.88,1619.8,11027.6,5
Kim Yoo Ri,Kim Yoo Ri,7.866666666666667,836.8333333333334,16853.166666666668,6
Kim Yoo Suk,Kim Yoo Suk,7.359999999999999,7634.8,161.0,5
Kim Yoon Hye,Kim Yoon Hye,7.625,553.75,7788.0,4
Kim Yoon Jin,Kim Yoon Jin,7.8,4375.0,522.0,1
Kim Yoon Kyung,Kim Yoon Kyung,7.4,6126.0,202.0,1
Kim Yoon Seok,Kim Yoon Seok,7.199999999999999,52376.0,227.5,2
Kim Yoon Sung,Kim Yoon Sung,7.6,1953.0,1759.0,1
Kim Yoon Tae,Kim Yoon Tae,6.6,99999.0,16.0,1
Kim Yoon Woo,Kim Yoon Woo,,3664.0,,1
Kim Young Ae,Kim Young Ae,6.725,50390.5,11382.0,4
Kim Young Ah,Kim Young Ah,7.5,2348.0,1200.0,1
Kim Young Chan,Kim Young Chan,7.1,7161.0,279.0,1
Kim Young Dae,Kim Young Dae,8.233333333333334,1473.5,19539.33333333333,4
Kim Young Hee,Kim Young Hee,7.1,1108.0,4667.0,1
Kim Young Ho,Kim Young Ho,7.875,2862.25,5546.0,1
Kim Young Hoon,Kim Young Hoon,7.933333333333333,1621.3333333333333,7317.0,3
Kim Young Jae,Kim Young Jae,7.233333333333334,4433.0,350.6666666666667,3
Kim Young Kwang,Kim Young Kwang,7.685714285714285,1170.5333333333333,9182.785714285714,15
Kim Young Min,Kim Young Min,8.166666666666666,1216.6666666666667,7806.166666666667,6
Kim Young Ok,Kim Young Ok,7.3375,29364.25,1153.5,8
Kim Young Ran,Kim Young Ran,7.266666666666667,38161.333333333336,231.66666666666663,3
Kim Yu Bin,Kim Yu Bin,7.4,3604.0,681.0,1
Kim Yun Joo,Kim Yun Joo,7.8,2699.0,1626.0,1
Kim Yun Seo,Kim Yun Seo,7.25,3379.1666666666665,1966.8333333333333,6
Kisum,Kisum,7.2,1336.0,4267.0,1
Ko Chan Bin,Ko Chan Bin,8.2,841.0,5194.0,1
Ko Chang Seok,Ko Chang Seok,8.233333333333333,1135.75,8692.666666666666,4
Ko Dong Ha,Ko Dong Ha,7.9,1809.0,1708.0,1
Koo Ja Sung,Koo Ja Sung,7.233333333333333,1435.6666666666667,9089.666666666666,3
Koo Kyo Hwan,Koo Kyo Hwan,8.15,837.0,9211.5,2
Krystal Jung,Krystal Jung,8.012500000000001,566.75,11538.125,8
Kwak Do Won,Kwak Do Won,8.3,520.0,6894.0,1
Kwak Dong Yeon,Kwak Dong Yeon,8.11111111111111,509.0,19002.555555555555,9
Kwak Hee Sung,Kwak Hee Sung,7.15,4732.25,749.0,4
Kwak Ji Min,Kwak Ji Min,7.35,9733.0,64.0,2
Kwak Jin,Kwak Jin,7.3,99999.0,13.0,1
Kwak Jung Wook,Kwak Jung Wook,8.2,139.0,21709.0,1
Kwak Min Seok,Kwak Min Seok,6.0,4465.0,629.0,1
Kwak Shi Yang,Kwak Shi Yang,8.011111111111113,815.5555555555555,10301.777777777776,9
Kwak Sun Young,Kwak Sun Young,8.1,34022.666666666664,3793.0,3
Kwon Ah Reum,Kwon Ah Reum,7.1,3015.0,610.0,1
Kwon BoA,Kwon BoA,7.9,1113.0,3584.0,1
Kwon Eun Bin,Kwon Eun Bin,8.3,341.0,10139.0,1
Kwon Hae Hyo,Kwon Hae Hyo,7.15,30103.5,412.0,4
Kwon Hwa Woon,Kwon Hwa Woon,8.233333333333334,870.0,6531.0,3
Kwon Hyuk Soo,Kwon Hyuk Soo,7.4,2253.0,1809.0,1
Kwon In Ha,Kwon In Ha,7.6,215.0,17447.0,1
Kwon Ki Sun,Kwon Ki Sun,6.3,2127.0,2286.0,1
Kwon Kyung Ha,Kwon Kyung Ha,6.8,99999.0,40.0,1
Kwon Na Ra,Kwon Na Ra,8.283333333333335,511.6666666666667,20022.666666666668,6
Kwon Oh Jung,Kwon Oh Jung,7.525,52686.25,3017.5,4
Kwon Oh Kyung,Kwon Oh Kyung,,12049.0,,1
Kwon Sang Woo,Kwon Sang Woo,7.544444444444443,3241.1,1511.888888888889,10
Kwon Soo Hyun,Kwon Soo Hyun,7.7,113.5,24042.5,2
Kwon Tae Won,Kwon Tae Won,7.5,3448.0,605.0,1
Kwon Yong Woon,Kwon Yong Woon,7.7,2853.0,1152.0,1
Kwon Yool,Kwon Yool,7.9375,2719.6666666666665,7905.375,9
Kwon Young Eun,Kwon Young Eun,7.9,701.0,7056.0,1
Kwon Yu Ri,Kwon Yu Ri,7.557142857142856,1482.428571428571,4285.428571428572,7
Kyeon Mi Ri,Kyeon Mi Ri,7.1,99999.0,30.0,2
Kyung Joon,Kyung Joon,7.38,26897.4,113.2,1
Kyung Soo Jin,Kyung Soo Jin,7.779999999999999,2613.9,11786.6,10
Kyung Sung Hwan,Kyung Sung Hwan,7.1,4669.0,338.0,1
Le Hong Dang,Le Hong Dang,7.6,8478.0,58.0,1
Lee  Ha Na ,Lee  Ha Na ,7.699999999999998,3340.0,5110.571428571428,7
Lee  Han Wi,Lee  Han Wi,7.833333333333333,939.3333333333334,6217.666666666667,3
Lee  Jae Joon,Lee  Jae Joon,7.35,3278.0,4422.0,2
Lee  Jong Hyun,Lee  Jong Hyun,7.45,738.5,7652.0,4
Lee  Joo Yeon,Lee  Joo Yeon,7.866666666666667,702.0,6076.333333333333,3
Lee  Seon Jin,Lee  Seon Jin,7.2,99999.0,29.0,1
Lee  So Won,Lee  So Won,7.4,99999.0,12.0,1
Lee Ah Hyun,Lee Ah Hyun,7.450000000000001,6753.75,482.75,4
Lee Ah Jin,Lee Ah Jin,7.6,6850.0,79.0,1
Lee Bo Hee,Lee Bo Hee,7.050000000000001,28431.25,493.0,4
Lee Bo Young,Lee Bo Young,7.840000000000001,2215.5,6487.9,10
Lee Bom So Ri,Lee Bom So Ri,8.2,378.0,6208.0,1
Lee Bong Ryun,Lee Bong Ryun,8.8,69.0,37534.0,1
Lee Bum Kyu,Lee Bum Kyu,7.3,1411.0,3420.0,1
Lee Bum Soo,Lee Bum Soo,7.45,2293.125,2893.25,8
Lee Byung Hoon,Lee Byung Hoon,7.6,99999.0,15.0,1
Lee Byung Hun,Lee Byung Hun,7.828571428571428,30599.85714285714,4125.571428571428,7
Lee Byung Jin,Lee Byung Jin,6.9,11174.5,69.0,2
Lee Byung Joon,Lee Byung Joon,7.0,2362.0,1127.5,2
Lee Byung Wook,Lee Byung Wook,7.5,10865.5,49.0,2
Lee Chae Mi,Lee Chae Mi,7.65,50213.0,4546.0,2
Lee Chae Young,Lee Chae Young,7.483333333333334,5429.666666666667,1389.5,6
Lee Chan,Lee Chan,7.581818181818182,13605.818181818182,914.6363636363636,1
Lee Chan Yoo,Lee Chan Yoo,8.6,1919.0,1547.0,1
Lee Chang Hoon,Lee Chang Hoon,7.7,22824.6,1347.6,5
Lee Chang Wook,Lee Chang Wook,7.4,6343.5,410.0,4
Lee Cho Hee,Lee Cho Hee,7.35,1227.0,9932.5,2
Lee Chul Min,Lee Chul Min,7.8,514.0,9297.0,1
Lee Chul Woo,Lee Chul Woo,7.0,2306.0,1797.0,1
Lee Chun Hee,Lee Chun Hee,7.5,4270.166666666667,5074.833333333333,6
Lee Chung Ah,Lee Chung Ah,7.6,25984.75,6378.571428571428,8
Lee Da Hae,Lee Da Hae,7.328571428571429,2966.1428571428573,2395.8571428571427,7
Lee Da Hee,Lee Da Hee,7.7666666666666675,3073.5454545454545,10854.111111111111,11
Lee Da In,Lee Da In,7.900000000000001,815.3333333333334,4818.666666666667,3
Lee Da Ni,Lee Da Ni,7.5,7014.0,237.0,1
Lee Dae Keun,Lee Dae Keun,4.0,99999.0,1.0,1
Lee Dae Ro,Lee Dae Ro,7.6,99999.0,34.0,1
Lee Dae Yeon,Lee Dae Yeon,7.8,3969.4,5005.2,5
Lee Deok Hee,Lee Deok Hee,7.45,7441.5,171.0,2
Lee Deok Hwa,Lee Deok Hwa,7.6625,35063.666666666664,8217.875,9
Lee Do Hyun,Lee Do Hyun,8.5,291.25,18476.0,4
Lee Do Yeon,Lee Do Yeon,7.9,571.0,7817.0,1
Lee Dong Gun,Lee Dong Gun,7.666666666666667,2659.0,5347.666666666667,12
Lee Dong Ha,Lee Dong Ha,7.5,1919.3333333333333,3641.3333333333335,2
Lee Dong Hae,Lee Dong Hae,7.2,559.0,8888.0,1
Lee Dong Hoon,Lee Dong Hoon,6.9,99999.0,66.0,1
Lee Dong Hwi,Lee Dong Hwi,8.16,2172.5714285714284,15107.6,7
Lee Dong Shin,Lee Dong Shin,6.9,2264.0,1726.0,1
Lee Dong Wook,Lee Dong Wook,7.892307692307693,8257.615384615385,17468.076923076922,13
Lee Doo Il,Lee Doo Il,7.5,8469.5,92.5,2
Lee El,Lee El,8.064285714285715,1752.2142857142858,13804.714285714286,7
Lee Elijah,Lee Elijah,7.771428571428572,2876.0,3841.428571428572,7
Lee Eui Jung,Lee Eui Jung,7.5,53027.75,186.25,4
Lee Eun Hyung,Lee Eun Hyung,7.3,5127.0,470.0,2
Lee Eun Joo,Lee Eun Joo,7.3,5742.0,437.0,1
Lee Eun Saem,Lee Eun Saem,,4513.0,,2
Lee Eung Kyung,Lee Eung Kyung,7.5,70977.66666666667,25.666666666666668,3
Lee Ga Ryeong,Lee Ga Ryeong,6.9,1676.0,2351.0,1
Lee Ga Young,Lee Ga Young,6.5,99999.0,2.0,1
Lee Gi Kwang,Lee Gi Kwang,7.75,931.5,5661.5,4
Lee Gi Young,Lee Gi Young,7.050000000000001,51727.5,389.0,2
Lee Ha Nee,Lee Ha Nee,8.15,757.0,5914.0,6
Lee Ha Rin,Lee Ha Rin,8.2,2366.0,1964.0,1
Lee Ha Yul,Lee Ha Yul,7.5,10247.0,72.0,1
Lee Hae In,Lee Hae In,7.659999999999999,1563.2,23195.8,5
Lee Hae Woo,Lee Hae Woo,7.466666666666666,37490.333333333336,150.66666666666666,3
Lee Hae Young,Lee Hae Young,7.85,1738.0,2216.5,2
Lee Hak Joo,Lee Hak Joo,7.675,1905.5,8340.5,4
Lee Hang Na,Lee Hang Na,8.4,598.0,6485.0,1
Lee Hee Jin,Lee Hee Jin,8.1,299.0,14235.0,1
Lee Hee Joon,Lee Hee Joon,8.083333333333334,1731.6666666666667,11414.5,6
Lee Hee Won,Lee Hee Won,7.75,302.5,14042.5,2
Lee Ho Jae,Lee Ho Jae,8.933333333333332,68994.33333333333,72.0,3
Lee Hong Ki,Lee Hong Ki,7.980000000000001,20246.8,20290.8,5
Lee Hong Nae,Lee Hong Nae,8.8,88.0,29409.0,1
Lee Hoon,Lee Hoon,7.3,4619.666666666667,956.0,3
Lee Hwa Kyum,Lee Hwa Kyum,7.9,1394.0,2626.0,1
Lee Hwa Ryong,Lee Hwa Ryong,8.0,98.0,23408.0,1
Lee Hwi Hyang,Lee Hwi Hyang,7.166666666666667,6645.777777777777,1519.888888888889,9
Lee Hye Ran,Lee Hye Ran,6.8,1767.0,2126.0,1
Lee Hye Ri,Lee Hye Ri,7.93,1964.3,12462.3,10
Lee Hye Sook,Lee Hye Sook,7.199999999999999,51400.5,442.0,2
Lee Hye Young,Lee Hye Young,7.7,3353.6666666666665,5350.666666666667,3
Lee Hye Young ,Lee Hye Young ,7.466666666666666,5105.666666666667,1877.6666666666667,3
Lee Hyun Jae,Lee Hyun Jae,8.1,171.0,17682.0,1
Lee Hyun Jin,Lee Hyun Jin,7.533333333333334,4126.0,1695.6666666666667,3
Lee Hyun Kyung,Lee Hyun Kyung,7.3,30928.5,1153.25,4
Lee Hyun Woo,Lee Hyun Woo,7.74,1849.2,9330.7,6
Lee Hyun Wook,Lee Hyun Wook,8.174999999999999,781.75,6510.75,4
Lee Hyung Chul,Lee Hyung Chul,7.4,99999.0,9.0,2
Lee Il Hwa,Lee Il Hwa,7.214285714285714,4470.857142857143,3249.428571428572,7
Lee Il Min,Lee Il Min,7.5,99999.0,28.0,2
Lee In,Lee In,7.333333333333333,11591.333333333334,26.666666666666668,2
Lee In Hye,Lee In Hye,7.8,10328.0,17.0,1
Lee Jae Eung,Lee Jae Eung,7.4,41.0,42708.0,1
Lee Jae Hwang,Lee Jae Hwang,7.366666666666667,24410.666666666668,254.0,6
Lee Jae In,Lee Jae In,7.9,1761.0,1152.0,1
Lee Jae Jin,Lee Jae Jin,7.5,1880.0,5282.5,2
Lee Jae Kyoon,Lee Jae Kyoon,7.85,862.0,3718.5,2
Lee Jae Ryong,Lee Jae Ryong,7.657142857142857,32841.857142857145,1577.7142857142858,7
Lee Jae Won,Lee Jae Won,7.899999999999999,1063.25,10892.25,4
Lee Jae Woo,Lee Jae Woo,8.025,1788.875,12476.875,2
Lee Jae Wook,Lee Jae Wook,8.466666666666667,200.66666666666663,16580.333333333332,6
Lee Jae Yong,Lee Jae Yong,7.6,3901.2,1152.6,5
Lee Jae Yoon,Lee Jae Yoon,7.8375,1821.875,16306.875,8
Lee Jang Woo,Lee Jang Woo,7.355555555555556,2595.6666666666665,3320.222222222222,9
Lee Je Hoon,Lee Je Hoon,8.057142857142857,634.8571428571429,14283.0,7
Lee Jenny,Lee Jenny,7.15,56464.5,19.0,2
Lee Ji Ah,Lee Ji Ah,7.94,1534.4,10137.8,5
Lee Ji Hoon,Lee Ji Hoon,7.672727272727272,10729.272727272728,4981.363636363636,11
Lee Ji Hyun,Lee Ji Hyun,8.1,663.0,5652.0,1
Lee Ji Soo,Lee Ji Soo,7.1,4990.0,620.0,1
Lee Jin,Lee Jin,7.494736842105263,3649.684210526316,4669.684210526316,3
Lee Jin Hyuk,Lee Jin Hyuk,8.149999999999999,451.0,7522.0,2
Lee Jin Woo,Lee Jin Woo,7.471428571428572,3804.857142857143,4980.642857142857,1
Lee Jin Wook,Lee Jin Wook,7.5,3173.692307692308,5361.923076923077,13
Lee Jong Hyuk,Lee Jong Hyuk,7.619999999999999,11988.7,3898.2,10
Lee Jong Park,Lee Jong Park,7.3,662.0,9117.0,1
Lee Jong Soo,Lee Jong Soo,6.95,56022.5,39.5,2
Lee Jong Suk,Lee Jong Suk,8.31111111111111,309.0,30868.444444444445,9
Lee Jong Won,Lee Jong Won,7.555555555555555,13670.8,1432.111111111111,10
Lee Joo Bin,Lee Joo Bin,8.166666666666666,1800.0,7090.666666666667,4
Lee Joo Hyun,Lee Joo Hyun,7.375,3098.25,3568.5,2
Lee Joo Hyung,Lee Joo Hyung,7.55,675.5,6602.5,2
Lee Joo Seung,Lee Joo Seung,7.7,785.0,3982.0,1
Lee Joo Woo,Lee Joo Woo,7.900000000000001,2582.0,9026.666666666666,3
Lee Joo Young,Lee Joo Young,7.9333333333333345,948.0,19883.83333333333,6
Lee Joon,Lee Joon,7.948837209302325,1961.8372093023256,9495.790697674418,9
Lee Joon Gi,Lee Joon Gi,7.990909090909091,1137.090909090909,16110.181818181818,11
Lee Joon Hyuk,Lee Joon Hyuk,8.027777777777779,2050.777777777778,8858.277777777777,18
Lee Joong Moon,Lee Joong Moon,7.133333333333333,8060.333333333333,73.0,3
Lee Joong Ok,Lee Joong Ok,8.45,354.0,13537.0,2
Lee Jun Ho,Lee Jun Ho,8.45,610.6666666666666,11102.166666666666,6
Lee Jun Young,Lee Jun Young,8.057142857142857,984.7142857142856,4827.142857142857,7
Lee Jung,Lee Jung,7.802777777777779,13026.179487179486,8992.277777777777,1
Lee Jung Eun,Lee Jung Eun,8.528571428571428,428.7142857142857,11957.57142857143,7
Lee Jung Gil,Lee Jung Gil,7.82,34126.5,778.0,10
Lee Jung Ha,Lee Jung Ha,,2780.0,,1
Lee Jung Hoon,Lee Jung Hoon,6.55,54197.5,85.5,2
Lee Jung Hun,Lee Jung Hun,7.0,6399.5,289.0,2
Lee Jung Hyun,Lee Jung Hyun,7.1,4040.5,505.0,2
Lee Jung Jae,Lee Jung Jae,7.925,3317.0,16278.5,4
Lee Jung Jin,Lee Jung Jin,7.225,15813.75,11989.375,8
Lee Jung Shin,Lee Jung Shin,7.949999999999999,431.25,17466.75,4
Lee Ka Eun,Lee Ka Eun,7.550000000000001,5541.0,661.5,2
Lee Kang Min,Lee Kang Min,8.1,187.0,14025.0,1
Lee Ki Hyuk,Lee Ki Hyuk,7.2,3933.0,728.0,1
Lee Ki Hyun,Lee Ki Hyun,8.3,306.0,15543.0,1
Lee Ki Seop,Lee Ki Seop,,99999.0,,1
Lee Ki Woo,Lee Ki Woo,7.955555555555557,2671.1111111111118,7589.0,9
Lee Kwan Hoon,Lee Kwan Hoon,7.4,9452.0,55.0,1
Lee Kwang Ki,Lee Kwang Ki,7.6,5614.0,200.0,1
Lee Kwang Soo,Lee Kwang Soo,8.1,783.4,11066.4,5
Lee Kye In,Lee Kye In,7.5,11607.0,19.0,1
Lee Kyo Yeob,Lee Kyo Yeob,8.1,1599.0,2106.0,1
Lee Kyu Han,Lee Kyu Han,7.571428571428571,4020.857142857143,3186.8571428571427,7
Lee Kyu Hyung,Lee Kyu Hyung,8.366666666666667,382.0,10933.0,3
Lee Kyun,Lee Kyun,7.718181818181819,20243.81818181818,3063.5454545454545,1
Lee Kyung Hoon,Lee Kyung Hoon,8.1,2877.0,959.0,1
Lee Kyung Jin,Lee Kyung Jin,7.5,34311.0,7256.333333333333,3
Lee Kyung Young,Lee Kyung Young,7.816666666666666,17797.166666666668,1810.8333333333333,6
Lee Mal Geum,Lee Mal Geum,7.4,10293.0,46.0,1
Lee Mi Do,Lee Mi Do,7.05,4843.5,290.0,2
Lee Mi Sook,Lee Mi Sook,7.6,11850.636363636364,5980.3,11
Lee Mi Yeon,Lee Mi Yeon,7.3,9762.0,120.5,2
Lee Mi Young,Lee Mi Young,6.800000000000001,4409.0,4544.5,2
Lee Min Goo,Lee Min Goo,,2604.0,,1
Lee Min Ho,Lee Min Ho,8.025,1322.2222222222222,36519.0,9
Lee Min Hyuk,Lee Min Hyuk,7.5,2689.0,931.0,2
Lee Min Ji,Lee Min Ji,7.449999999999999,4502.0,946.5,2
Lee Min Jung,Lee Min Jung,7.685714285714286,15136.57142857143,6809.571428571428,7
Lee Min Ki,Lee Min Ki,8.024999999999999,1365.375,12510.75,8
Lee Min Woo,Lee Min Woo,7.728571428571429,32334.14285714286,2104.428571428572,8
Lee Min Young,Lee Min Young,7.366666666666667,6779.666666666667,319.3333333333333,3
Lee Moo Saeng,Lee Moo Saeng,7.975,1656.5,5030.25,4
Lee Moon Jung,Lee Moon Jung,7.65,3047.5,2989.0,2
Lee Moon Shik,Lee Moon Shik,7.8,22054.2,5676.8,5
Lee Moon Soo,Lee Moon Soo,6.8,1961.0,2022.0,1
Lee Na Eun,Lee Na Eun,8.2,428.5,23526.5,2
Lee Na Yoon,Lee Na Yoon,6.5,6178.0,179.0,1
Lee Na Young,Lee Na Young,7.375,28519.0,9673.75,4
Lee Pil Mo,Lee Pil Mo,7.757142857142857,3499.285714285714,16660.428571428572,7
Lee Ra Hye,Lee Ra Hye,7.3,6380.0,386.0,1
Lee Re,Lee Re,7.675000000000001,1200.75,5999.0,4
Lee Ro Woon,Lee Ro Woon,8.3,140.0,19036.0,1
Lee Ruby,Lee Ruby,8.2,841.0,5194.0,1
Lee Sae Byul,Lee Sae Byul,7.4,3604.0,681.0,1
Lee Sae On,Lee Sae On,8.3,306.0,15543.0,1
Lee Sang Ah,Lee Sang Ah,7.4,54190.5,102.0,2
Lee Sang Bo,Lee Sang Bo,7.1,4669.0,338.0,1
Lee Sang Hee,Lee Sang Hee,8.18,1085.6,4854.6,5
Lee Sang Jun,Lee Sang Jun,8.2,695.0,6167.0,1
Lee Sang Woo,Lee Sang Woo,7.553333333333333,4052.6,3388.2,15
Lee Sang Yeob,Lee Sang Yeob,7.739999999999999,2909.4,1904.9,10
Lee Sang Yi,Lee Sang Yi,8.8,140.0,25055.0,2
Lee Sang Yoon,Lee Sang Yoon,7.676923076923076,2664.230769230769,4128.2307692307695,13
Lee Se Chang,Lee Se Chang,7.65,1503.0,6635.0,2
Lee Se Eun,Lee Se Eun,7.133333333333333,6873.0,277.3333333333333,3
Lee Se Hee,Lee Se Hee,7.3,2664.5,2724.0,2
Lee Se Na,Lee Se Na,6.95,8736.0,153.5,2
Lee Se Young,Lee Se Young,7.9,9784.181818181818,7621.3,11
Lee Seo Jin,Lee Seo Jin,7.6625,14130.555555555557,1924.0,9
Lee Seo Won,Lee Seo Won,7.7,471.0,10977.5,2
Lee Seo Yun,Lee Seo Yun,7.4,5350.0,267.0,1
Lee Seok Min,Lee Seok Min,7.5,1825.0,2774.0,1
Lee Seol,Lee Seol,8.180000000000001,1818.6,2390.0,4
Lee Seol Hee,Lee Seol Hee,8.2,2366.0,1964.0,1
Lee Seul Ah,Lee Seul Ah,7.0,8334.0,147.0,1
Lee Seung Gi,Lee Seung Gi,8.383333333333333,449.2857142857143,21951.0,7
Lee Seung Hyub,Lee Seung Hyub,8.05,51201.0,724.0,2
Lee Seung Joo,Lee Seung Joo,7.722222222222222,12619.222222222224,13918.0,2
Lee Seung Joon,Lee Seung Joon,7.714285714285714,15605.285714285714,17442.428571428572,7
Lee Seung Min,Lee Seung Min,8.1,295.0,10302.0,1
Lee Seung Yeon,Lee Seung Yeon,7.475,3521.25,4365.5,4
Lee Shi Ah,Lee Shi Ah,7.699999999999999,2284.5,1329.5,2
Lee Shi Eun,Lee Shi Eun,9.7,99999.0,4.0,1
Lee Shi Kang,Lee Shi Kang,7.625,6613.75,183.75,4
Lee Shi Won,Lee Shi Won,7.633333333333333,3989.6666666666665,1477.0,3
Lee Shi Woo,Lee Shi Woo,8.0,2315.0,1535.0,1
Lee Shin Young,Lee Shin Young,8.4,648.6666666666666,26921.666666666668,3
Lee Si Eon,Lee Si Eon,7.958333333333332,1493.0,15758.75,13
Lee Si Young,Lee Si Young,7.649999999999999,1693.7,6041.3,10
Lee So Jung,Lee So Jung,7.45,3788.0,596.5,2
Lee So Yeon,Lee So Yeon,7.199999999999999,5826.0,914.7777777777778,9
Lee So Yul,Lee So Yul,6.9,9188.0,115.0,1
Lee Soo Hyuk,Lee Soo Hyuk,7.69090909090909,836.3636363636364,9413.363636363636,11
Lee Soo Ji,Lee Soo Ji,7.9,385.0,9177.0,1
Lee Soo Kyung,Lee Soo Kyung,7.780000000000001,2870.6,4741.9,10
Lee Soo Min,Lee Soo Min,7.35,51076.0,678.5,2
Lee Soon Jae,Lee Soon Jae,7.345454545454545,21555.0,2108.0,11
Lee Su Ji,Lee Su Ji,7.5,4388.0,438.0,1
Lee Sun Bin,Lee Sun Bin,7.933333333333334,1113.8333333333333,3892.1666666666665,6
Lee Sun Ho,Lee Sun Ho,7.3,8646.5,208.5,2
Lee Sun Kyun,Lee Sun Kyun,7.899999999999999,2407.6666666666665,8568.777777777777,9
Lee Sung Jae,Lee Sung Jae,7.75,1815.0,6536.7,10
Lee Sung Kyung,Lee Sung Kyung,8.0,665.5714285714286,30707.14285714286,7
Lee Sung Min,Lee Sung Min,7.85,13005.666666666666,3064.75,9
Lee Sung Wook,Lee Sung Wook,8.399999999999999,418.0,9390.0,2
Lee Sung Yeol,Lee Sung Yeol,7.5,1966.0,9189.5,2
Lee Tae Gon,Lee Tae Gon,7.419999999999999,6498.0,719.0,5
Lee Tae Hwan,Lee Tae Hwan,7.859999999999999,10765.0,17949.8,10
Lee Tae Im,Lee Tae Im,7.4,2503.0,2741.4,5
Lee Tae Ran,Lee Tae Ran,7.757142857142857,32186.285714285717,3555.285714285714,7
Lee Tae Ri,Lee Tae Ri,7.8,987.3333333333334,18692.666666666668,3
Lee Tae Sun,Lee Tae Sun,7.728571428571428,1600.2857142857142,8771.285714285714,2
Lee Tae Sung,Lee Tae Sung,7.6800000000000015,2062.0,8452.0,5
Lee Tae Vin,Lee Tae Vin,6.7,6459.0,198.0,1
Lee Wan,Lee Wan,7.0,4798.5,702.5,2
Lee Won Jae,Lee Won Jae,8.033333333333333,37586.333333333336,257.3333333333333,3
Lee Won Jong,Lee Won Jong,7.83,11509.5,5169.3,10
Lee Won Keun,Lee Won Keun,7.933333333333334,1223.0,4057.1666666666665,6
Lee Won Suk,Lee Won Suk,7.4,8464.0,54.0,1
Lee Ye Bit,Lee Ye Bit,7.7,1075.0,2950.0,1
Lee Ye Eun,Lee Ye Eun,7.45,3250.0,841.0,2
Lee Ye Hyun,Lee Ye Hyun,7.5,1076.0,3010.0,1
